Date,Open,High,Low,Close,Volumn,AdjOpen,AdjHigh,AdjLow,AdjClose,AdjVolumn
2020-09-18,37200.0,37450.0,,,,,36850.0,
2020-09-17,37950.0,38150.0,,,,,37150.0,
2020-09-16,38500.0,38500.0,,,,,37950.0,
2020-09-15,37400.0,38700.0,,,,,38500.0,
2020-09-14,37700.0,37750.0,,,,,37300.0,
2020-09-11,37550.0,37700.0,,,,,37350.0,
2020-09-10,37350.0,37900.0,,,,,37600.0,
2020-09-09,37700.0,37750.0,,,,,37050.0,
2020-09-08,36650.0,39300.0,,,,,38050.0,
2020-09-07,36750.0,37400.0,,,,,36700.0,
2020-09-04,37050.0,37700.0,,,,,37300.0,
2020-09-03,38050.0,38500.0,,,,,38100.0,
2020-09-02,38600.0,38650.0,,,,,38200.0,
2020-09-01,36850.0,38200.0,,,,,38100.0,
2020-08-31,36600.0,37700.0,,,,,36900.0,
2020-08-28,37000.0,37450.0,,,,,36650.0,
2020-08-27,37800.0,37800.0,,,,,37000.0,
2020-08-26,39250.0,39250.0,,,,,37900.0,
2020-08-25,39150.0,39150.0,,,,,39000.0,
2020-08-24,38800.0,39050.0,,,,,38900.0,
2020-08-21,39150.0,39400.0,,,,,38900.0,
2020-08-20,38600.0,40200.0,,,,,38850.0,
2020-08-19,39350.0,40250.0,,,,,38900.0,
2020-08-18,41700.0,41750.0,,,,,39300.0,
2020-08-14,44600.0,45200.0,,,,,41350.0,
2020-08-13,45050.0,45750.0,,,,,44100.0,
2020-08-12,44950.0,45950.0,,,,,44950.0,
2020-08-11,44300.0,45150.0,,,,,44800.0,
2020-08-10,44050.0,44900.0,,,,,44300.0,
2020-08-07,44650.0,44750.0,,,,,44300.0,
2020-08-06,46000.0,46050.0,,,,,44600.0,
2020-08-05,43950.0,46750.0,,,,,46500.0,
2020-08-04,43500.0,43700.0,,,,,43650.0,
2020-08-03,41900.0,43750.0,,,,,43500.0,
2020-07-31,41300.0,41950.0,,,,,41550.0,
2020-07-30,42550.0,42550.0,,,,,41550.0,
2020-07-29,41950.0,42550.0,,,,,42550.0,
2020-07-28,42950.0,43250.0,,,,,42200.0,
2020-07-27,41800.0,43150.0,,,,,42950.0,
2020-07-24,41900.0,42200.0,,,,,41600.0,
2020-07-23,42850.0,42900.0,,,,,42300.0,
2020-07-22,42500.0,43250.0,,,,,42900.0,
2020-07-21,41600.0,43000.0,,,,,42400.0,
2020-07-20,41150.0,41900.0,,,,,41200.0,
2020-07-17,42450.0,42900.0,,,,,42300.0,
2020-07-16,43250.0,43650.0,,,,,42350.0,
2020-07-15,44150.0,44400.0,,,,,43350.0,
2020-07-14,43950.0,44500.0,,,,,43650.0,
2020-07-13,45400.0,45450.0,,,,,44100.0,
2020-07-10,43700.0,45550.0,,,,,45300.0,
2020-07-09,44050.0,44600.0,,,,,43400.0,
2020-07-08,45400.0,45600.0,,,,,44050.0,
2020-07-07,43600.0,45950.0,,,,,45600.0,
2020-07-06,43700.0,43700.0,,,,,43150.0,
2020-07-03,43350.0,44000.0,,,,,43000.0,
2020-07-02,42000.0,43650.0,,,,,43250.0,
2020-07-01,43900.0,44200.0,,,,,42450.0,
2020-06-30,44300.0,44400.0,,,,,43800.0,
2020-06-29,43950.0,44450.0,,,,,43550.0,
2020-06-26,45100.0,45150.0,,,,,44350.0,
2020-06-25,44600.0,45700.0,,,,,44100.0,
2020-06-24,46000.0,47050.0,,,,,45000.0,
2020-06-23,45000.0,46350.0,,,,,45900.0,
2020-06-22,42900.0,44800.0,,,,,44550.0,
2020-06-19,43150.0,43550.0,,,,,43000.0,
2020-06-18,42100.0,43200.0,,,,,42650.0,
2020-06-17,42250.0,43600.0,,,,,42250.0,
2020-06-16,42650.0,43950.0,,,,,42500.0,
2020-06-15,40950.0,43600.0,,,,,41000.0,
2020-06-12,37500.0,40800.0,,,,,40200.0,
2020-06-11,39000.0,39200.0,,,,,39150.0,
2020-06-10,37250.0,39250.0,,,,,39000.0,
2020-06-09,37150.0,37700.0,,,,,37250.0,
2020-06-08,38050.0,38050.0,,,,,37150.0,
2020-06-05,38000.0,38300.0,,,,,37850.0,
2020-06-04,38050.0,38900.0,,,,,38000.0,
2020-06-03,39100.0,39150.0,,,,,38050.0,
2020-06-02,39000.0,39500.0,,,,,38800.0,
2020-06-01,36000.0,38750.0,,,,,38750.0,
2020-05-29,35900.0,36750.0,,,,,36000.0,
2020-05-28,36200.0,36300.0,,,,,35800.0,
2020-05-27,35900.0,36450.0,,,,,36400.0,
2020-05-26,36450.0,36500.0,,,,,36100.0,
2020-05-25,36000.0,36500.0,,,,,36400.0,
2020-05-22,35900.0,36350.0,,,,,35800.0,
2020-05-21,36500.0,36500.0,,,,,35850.0,
2020-05-20,36500.0,37050.0,,,,,36200.0,
2020-05-19,36500.0,36550.0,,,,,35400.0,
2020-05-18,36800.0,37700.0,,,,,36050.0,
2020-05-15,36100.0,37300.0,,,,,36000.0,
2020-05-14,34350.0,36200.0,,,,,35900.0,
2020-05-13,34850.0,35250.0,,,,,34500.0,
2020-05-12,34650.0,35200.0,,,,,35000.0,
2020-05-11,33500.0,34750.0,,,,,34550.0,
2020-05-08,35100.0,35800.0,,,,,34200.0,
2020-05-07,35000.0,35750.0,,,,,35200.0,
