,영화명,평점
68,주먹왕 랄프,9.35
69,미쓰GO,5.14
70,헝거게임: 판엠의 불꽃,7.19
71,피에타,7.79
72,맨 온 렛지,7.30
73,파파,8.13
74,백설공주,7.42
75,다크 섀도우,5.89
76,루퍼,8.02
77,레지던트 이블 5 : 최후의 심판,5.84
78,마이 웨이,8.20
79,명탐정 코난: 11번째 스트라이커,8.62
80,아부의 왕,5.64
81,페이스메이커,8.84
82,락아웃: 익스트림미션,6.48
83,익스펜더블 2,7.70
84,밀레니엄 : 여자를 증오한 남자들,8.09
85,두 개의 달,7.01
86,늑대소년-확장판,8.66
87,크로니클,7.61
88,타이타닉,8.50
89,프렌즈: 몬스터섬의비밀,8.87
90,미드나잇 인 파리,8.54
91,링컨: 뱀파이어 헌터,6.79
92,음치 클리닉,6.92
93,늑대아이,9.13
94,남영동1985,7.24
95,무서운 이야기,6.69
96,극장판 포켓몬스터 베스트위시「큐레무 VS 성검사 케르디오」,8.13
97,모모와 다락방의 수상한 요괴들,8.10
98,빌리와 용감한 녀석들 3D,7.31
99,로렉스,8.55
100,위험한 관계,8.01
101,더 그레이,7.68
102,네버엔딩 스토리,7.45
103,우리는 동물원을 샀다,8.89
104,극장판 포켓몬스터 베스트위시「메로엣타의 반짝반짝 음악회」,10.00
105,짱구는 못말려 극장판: 태풍을 부르는 황금스파이 대작전,8.13
106,가비,6.85
107,19곰 테드,7.61
108,니코: 산타비행단의 모험,8.36
109,잠베지아: 신비한 나무섬의 비밀,8.70
110,서약,8.25
111,강철대오:구국의 철가방,6.47
112,오싹한 연애,8.54
113,캐빈 인 더 우즈,7.02
114,나는 공무원이다,6.13
115,자칼이 온다,6.31
116,테드: 황금도시 파이티티를 찾아서,7.91
117,코알라 키드 : 영웅의 탄생,8.66
118,언더월드 4: 어웨이크닝,7.76
119,해피 피트 2,8.96
120,업사이드 다운,6.55
121,원 데이,0.00
122,라이온 킹,0
123,극장판 도라에몽: 진구와 기적의 섬 애니멀 어드벤처,8.37
124,세이프 하우스,7.99
125,다크아워,5.83
126,더 레이븐,6.80
127,미녀와 야수,9.33
128,철의 여인,7.96
129,아르고,8.25
130,액트 오브 밸러: 최정예 특수부대,8.38
131,사다코 3D : 죽음의 동영상,4.15
132,리미트리스,8.19
133,아티스트,8.00
134,고스트 라이더 : 복수의 화신,5.80
135,우먼 인 블랙,6.37
136,스타워즈:에피소드1 보이지 않는 위험,0
137,극장판 파워레인저: 캡틴포스 VS 미라클포스 199 히어로 대결전,7.87
138,5백만불의 사나이,5.00
139,워 호스,8.40
140,극장판 포켓몬스터 베스트 위시「비크티니와 백의 영웅 레시라무」,7.79
141,인류멸망 보고서,4.87
142,577 프로젝트,8.22
143,초한지 - 천하대전,7.75
144,철가방 우수氏,9.13
145,락 오브 에이지,7.55
146,페이스 블라인드,7.34
147,콜드 라잇 오브 데이,6.22
148,팅커 테일러 솔저 스파이,8.21
149,레전드 오브 래빗,5.98
150,극장판 썬더일레븐GO : 궁극의 우정 그리폰,9.05
151,극장판 포켓몬스터 베스트 위시 「비크티니와 흑의 영웅 제크로무」,8.13
152,조조-황제의 반란,6.55
153,피라냐 3DD,4.85
154,앨빈과 슈퍼밴드3,8.40
155,두 개의 문,5.19
156,나우이즈굿,8.86
157,하이힐을 신고 달리는 여자,7.74
158,로우리스: 나쁜 영웅들,7.89
159,오페라의 유령 : 25주년 특별 공연,9.30
160,우리도 사랑일까,7.03
161,휴고,7.76
162,베스트 엑조틱 메리골드 호텔,8.10
163,돌아온 파워레인저 미라클포스,7.26
164,헤이와이어,6.73
165,파라노말 액티비티4,5.01
166,살인소설,7.15
167,디센던트,8.17
168,콘트라밴드,7.30
169,인시디어스,0
170,빅 미라클,8.45
171,두 번의 결혼식과 한 번의 장례식,8.09
172,더 씽,0.00
173,레드라이트,7.23
174,저지드레드 3D,7.41
175,스탠리의 도시락,8.28
176,미운오리새끼,8.73
177,밀림의 왕자 레오2,0
178,킹메이커,8.11
179,케빈에 대하여,8.34
180,저스티스,7.11
181,프랑켄위니,8.21
182,스페이스 독,0.00
183,하트 브레이커,0
184,그레이브 인카운터,5.59
185,인피니트 콘서트 세컨드 인베이전 에볼루션 더 무비 3D,8.73
186,말하는 건축가,9.01
187,스트리트 댄스 2: 라틴배틀,6.92
188,더 스토리: 세상에 숨겨진 사랑,8.00
189,두레소리,8.82
190,"그 시절, 우리가 좋아했던 소녀",9.02
191,복숭아나무,7.19
192,코난: 암흑의 시대,7.80
193,I AM,7.43
194,시작은 키스!,8.45
195,다른나라에서,6.87
196,벨 아미,6.62
197,내 인생의 마지막 변화구,8.33
198,데인저러스 메소드,8.34
199,매직 마이크,7.59
200,아워 이디엇 브라더,8.53
201,머신건 프리처,8.01
202,진짜로 일어날지도 몰라 기적,8.72
203,원 포 더 머니,6.51
204,밀림의 왕자 레오: 세상을 바꾸는 용기,0
205,아무르,8.50
206,더 데이,8.89
207,자전거 탄 소년,8.58
208,폭풍의 언덕,5.63
209,서칭 포 슈가맨,9.04
210,코드네임 제로니모,6.21
211,지상의 별처럼,0
212,개들의 전쟁,7.59
213,비정한 도시 감독판,0
214,"봄, 눈",7.30
215,레이드 : 첫번째 습격,7.86
216,피나,8.63
217,웨딩스캔들,5.47
218,사랑의 침묵,0
219,대학살의 신,7.74
220,파괴자들,6.87
221,달팽이의 별,9.05
222,마릴린 먼로와 함께한 일주일,7.88
223,터치,8.88
224,한경직,7.72
225,멜랑콜리아,7.79
226,신과 인간,0
227,런던 블러바드,0
228,하늘이 보내준 딸,8.66
229,비스트 앵콜 콘서트 3D,9.00
230,볼츠와 블립,7.62
231,더 레이디,6.97
232,아메리칸 파이: 19금 동창회,8.14
233,블루 발렌타인,0
234,치코와 리타,0
235,MB의 추억,6.49
236,헤이츠,6.63
237,원피스 3D : 밀짚모자 체이스,7.16
238,나이트폴,8.08
239,파닥파닥,8.63
240,여성다큐멘터리스트-반이다1,0
241,원스 어게인,0.00
242,내 슬픈 창녀들의 추억,6.70
243,틴틴 : 유니콘호의 비밀,7.34
244,럼 다이어리,6.03
245,익스트림 No.13,6.38
246,시스터,8.24
247,범죄소년,7.59
248,해피 해피 브레드,7.72
249,야곱 신부의 편지,0
250,내가 고백을 하면,8.61
251,황제펭귄 펭이와 솜이,8.75
252,엔드 오브 왓치,8.48
253,밤의 이야기,8.27
254,말리,8.83
255,손오공: 돌원숭이의 탄생,0
256,비지터,0.00
257,심플 라이프,8.94
258,미래는 고양이처럼,7.25
259,세 번째 사랑,0
260,디어 한나,8.13
261,고양이를 빌려드립니다,8.11
262,아기 거북 토토의 바다 대모험,0
263,내가 사는 피부,7.86
264,엔딩노트,8.97
265,금의위 : 14 검의 비밀,0
266,위대한 비행,6.93
267,아이언 스카이,6.68
268,닥터 지바고,0
269,닌자보이 란타로 극장판 : 시끌벅적 방학숙제 대소동,9.39
270,9월이 오면,0
271,퍼스트 포지션,9.15
272,멋진 악몽,8.23
273,메튜 본의 백조의 호수 3D,0
274,버니드롭,8.68
275,나루토 질풍전 극장판: 블러드 프리즌,7.81
276,네모난원,7.99
277,빠삐용,0.00
278,오페라의 유령 2 : 러브 네버 다이,6.73
279,그녀가 떠날 때,0
280,하와이언 레시피,0
281,할머니는 일학년,9.14
282,웰컴 투 마이 하트,0
283,체인징사이드: 부부탐구생활,0
284,열두살 샘,0
285,신의 소녀들,7.40
286,리그렛,0.00
287,이탈리아 횡단밴드,0
288,더 스토닝,0.00
289,해로 (偕老),8.27
290,엘르,6.97
291,별이 빛나는 밤,8.70
292,비버,8.20
293,믹막: 티르라리고 사람들,0
294,서태지 8집: 398일의 기록,8.36
295,Mr.스타벅,8.76
296,모차르트 락 오페라,8.81
297,컬러풀,0
298,초원의 빛,0
299,아르마딜로,0
300,"안녕, 하세요!",9.23
301,라이프 오브 파이,8.87
302,로얄 어페어,8.49
303,마음의 행로,0
304,히스테리아,0.00
305,장화신은 고양이 디 오리지널,0
306,카페 드 플로르,7.96
307,카사블랑카,0.00
308,25시,0
309,요나요나 펭귄,0
310,마부,0.00
311,박수건달,8.12
312,래빗 홀,0
313,모정,0
314,백야,7.92
315,로마의 휴일,0.00
316,사랑과 영혼,0
317,마린,0.00
318,지저스 크라이스트 슈퍼스타,7.54
319,전망좋은 방,4.50
320,어머니,4.00
321,우디 앨런 : 우리가 몰랐던 이야기,7.30
322,애수,6.57
323,피서지에서 생긴 일,0
324,더블,8.00
325,신사는 금발을 좋아해,0
326,에덴의 동쪽,0
327,유리씨즈,0
328,사요나라,0.00
329,타워링,0
330,사랑은 비를 타고,0
331,조지 해리슨,8.52
332,제이니 존스,0
333,자유부인 '81,0
334,아버지를 위한 노래,7.97
335,젊은이의 양지,0
336,흑기사,0
337,욕망이라는 이름의 전차,0
338,클라우드 아틀라스,8.24
339,맘마미아!,0
340,세계를 그대 품안에,0
341,파우스트,7.50
342,맥코리아,7.85
343,이유없는 반항,0
344,천국의 아이들,8.68
345,로봇,6.99
346,줄탁동시,6.75
347,콰이강의 다리,0
348,강철의 연금술사 : 미로스의 성스러운 별,7.36
349,다이얼 M을 돌려라,0
350,로맨스 조,8.19
351,이민자,8.36
352,더 박스,7.06
353,사랑의 스잔나,0
354,뱅뱅클럽,0
355,라잇 온 미,7.21
356,리오 브라보,0
357,뜨거운 양철 지붕 위의 고양이,0
358,브레이킹 던 part1,7.02
359,볼케이노: 삶의 전환점에 선 남자,7.74
360,밀레니엄 제 1부 : 여자를 증오한 남자들,0
361,당신은 아직 아무것도 보지 못했다,7.85
362,바람에 쓴 편지,0
363,호타루의 빛,5.86
364,벤허,0
365,바람과 함께 사라지다,7.59
366,그린 맨션,0
367,백자의 사람 : 조선의 흙이 되다,7.78
368,롱 폴링,7.85
369,데미지,7.00
370,퍼스널 이펙츠,0
371,밍크코트,8.32
372,제7의 봉인,0
373,단델리온 더스트,0
374,토리노의 말,7.92
375,대부,6.92
376,오즈의 마법사,5.13
377,웨스트 사이드 스토리,0
378,리멤버,10.00
379,"지난 여름, 갑자기",8.36
380,쿼바디스,0
381,가족시네마,8.03
382,전쟁과 평화,0
383,리틀 제이콥,7.79
384,누구를 위하여 종은 울리나,0
385,더 임파서블,8.20
386,7인의 신부,0
387,"어느 날, 사랑이 걸어왔다",0
388,빙점 '81,0
389,뉴타입 히어로 얏타맨,0
390,웰컴 투 사우스,0
391,바비,6.96
392,티파니에서 아침을,0
393,사운드 오브 뮤직,0
394,마이 리틀 히어로,8.41
395,마이 백 페이지,7.77
396,그린피스: 스발바르 제도 - 바다 산성화,0
397,작은 아씨들,0
398,밀레니엄 : 제2부 불을 가지고 노는 소녀,0
399,두 개의 선,8.57
400,남쪽으로 간다,8.36
401,엘 불리: 요리는 진행 중,7.34
402,컷,0.00
403,그대를 사랑합니다,9.67
404,오래된 인력거,8.97
405,로스트 인 베이징,0
406,2000-2001 서태지밴드 라이브 콘서트 ‘태지의 화’,8.22
407,호두까기인형 3D,9.08
408,르 아브르,7.95
409,캔 유 필 잇,7.68
410,투 올드 힙합 키드,9.07
411,외사경찰,6.47
412,영광의 탈출,0
413,만추,0.00
414,마린스키 발레: 호두까기 인형 3D,9.08
415,종착역,0
416,다니엘 바렌보임과 서동시집 오케스트라,0
417,엘 시드,0
418,레드마리아,7.66
419,스시 장인: 지로의 꿈,7.79
420,반드시 크게 들을 것 2 : Wild Days,9.20
421,컨빅션,6.54
422,십계,0
423,5쿼터,0
424,용문비갑,6.47
425,천사의 숨소리,8.92
426,여자의 일생,0
427,박서방,0
428,자이언트,7.94
429,황태자의 첫사랑,0
430,아멜리에,0
431,속 대부,0
432,장마,0
433,슬랩스틱 브라더스,7.92
434,라폴로니드 : 관용의집,7.08
435,온 투어,0.00
436,훌리오와 에밀리아,7.05
437,딱따구리와 비,8.15
438,움,10.00
439,"다시, 뜨겁게 사랑하라!",8.23
440,설마 그럴리가 없어,7.62
441,광대를 위한 슬픈 발라드,0
442,에스엠타운 라이브인도쿄스페셜에디션3D,6.70
443,반딧불 언덕에서,8.04
444,드래곤 아이즈,5.17
445,스롤란 마이러브,0
446,청포도 사탕: 17년 전의 약속,6.07
447,가을 소나타,0
448,슈퍼스타,8.41
449,시간의 숲,8.34
450,2012 칸라이언즈,0
451,무기여 잘 있거라,0
452,태극권 : 무림7대고수전,3.63
453,옥보단2012 : 천하애정비법,6.37
454,10일간의 원나잇 스탠드,6.38
455,카르멘,8.31
456,미쓰 마마,8.08
457,"열여덟, 열아홉",6.66
458,머펫 대소동,8.13
459,돈 지오반니,7.00
460,나바론 요새,0
461,남태평양,0.00
462,전망 좋은 집,3.07
463,베라크루스,0
464,양자탄비,0
465,우리 생애 최고의 해,0
466,병태와 영자,0
467,마더 데레사,0
468,돌아오지 않는 강,0
469,더 트리,0.00
470,미션,6.48
471,밀월도 가는 길,8.85
472,술이 깨면 집에 가자,0
473,마린스키 발레 지젤 3D,10.00
474,기적,9.36
475,영화판,7.14
476,메리와 맥스,0
477,라 트라비아타,8.00
478,성의,3.00
479,삼손과 데릴라,0
480,완득이,8.80
481,송곳니,0
482,아이디: 에이,5.96
483,아더 크리스마스,8.72
484,나쁜 피,6.70
485,2004 서태지 라이브 투어 제로,0
486,50/50,0.00
487,모터웨이: 분노의 질주,6.25
488,끌로끌로,8.54
489,밀레니엄 : 제3부 벌집을 발로 찬 소녀,0
490,화이팅 패밀리,5.61
491,소중한 날의 꿈,8.60
492,락 앤 러브,8.04
493,"울지마, 톤즈",0
494,바람의 검심,8.14
495,아씨,0
496,디바이드,0.00
497,엑스맨: 퍼스트 클래스,9.05
498,파우스트,7.50
499,프란체스코와 교황,8.58
500,듀엣,7.32
501,파리의 도둑고양이,0
502,영화제국 신필름의 역사,0.00
503,크레이지 호스,0.00
504,유신의 추억-다카키 마사오의 전성시대,5.88
505,돼지의 왕,8.02
506,저스트 프렌즈,0
507,그을린 사랑,0
508,하나안,5.50
509,철암 계곡의 혈투,6.05
510,"섹스, 거짓말 그리고 비디오 테이프",3.83
511,U.F.O.,6.75
512,파수꾼,0.00
513,굿닥터,6.34
514,영건 탐정사무소,5.91
515,킬리만자로의 눈,0
516,로맨스 빠빠,0
517,위대한 계시,0
518,효녀 심청,0
519,챔프,8.40
520,비정한 도시 (미개봉),0
521,지옥화,0
522,신비의 법,3.05
523,에브리씽 머스트 고,0
524,퍼스트 그레이더,8.96
525,쥴 앤 짐,0
526,청춘그루브,0
527,성춘향,0
528,메모리즈,10.00
529,페어리,8.90
530,씨민과 나데르의 별거,8.94
531,여로,0.00
532,마당을 나온 암탉,8.88
533,바이킹,9.50
534,트리 오브 라이프,0.00
535,노인과 바다,0.00
536,마법의 섬,0.00
537,화벽,8.24
538,장한몽,0
539,잠자는 숲속의 미녀,0
540,007 살인번호,0
541,너무 밝히는 소녀 알마,7.07
542,내가 마지막 본 파리,0
543,핑크,0.00
544,북촌방향,7.78
545,"고,보이즈!:마지막 잎새 사수 프로젝트",7.74
546,히어 앤 데어,10.00
547,고양이 춤,9.03
548,트랜짓,6.92
549,점프 아쉰,7.67
550,서태지밴드 라이브 투어,0
551,애드벌룬,9.33
552,깔깔깔 희망버스,3.82
553,오목어,9.89
554,영광의 결전,0
555,홀리 모터스,7.35
556,"마진 콜: 24시간, 조작된 진실",7.82
557,러브,8.18
558,춘희,0
559,미워도 다시 한번,0
560,대장 부리바,0
561,세이지: 육지의 물고기,7.35
562,해저 2만리,0.00
563,녹원의 천사,0
564,아이 엠 러브,0
565,킹콩,3.80
566,줄리어스 시저,0
567,댄싱 채플린,7.64
568,황금광 시대,0
569,만추,0.00
570,하오의 연정,0
571,소녀이야기,9.00
572,프로젝트 님,10.00
573,개선문,0
574,아이다,0
575,붉은 손,7.67
576,지난 여름 갑자기,8.36
577,Jam Docu 강정,4.84
578,량강도 아이들,7.16
579,미국의 바람과 불,5.44
580,스타: 빛나는 사랑,7.16
581,엄마에게,0.00
582,지크프리트,8.50
583,연애놀이,8.90
584,비기너스,0
585,나나나 : 여배우 민낯 프로젝트,6.70
586,이수,0
587,슬픔이여 안녕,0
588,비숍스 와이프,0
589,알레그로,9.60
590,통통한 혁명,6.29
591,왕과 나,9.25
592,독개구리,8.36
593,영아,9.08
594,체 게바라 : 뉴맨,0
595,쥐덫,9.00
596,샤이닝,4.34
597,맨발의 청춘,0
598,종로의 기적,0
599,겨울나그네,0
600,앤젤스 셰어: 천사를 위한 위스키,7.60
601,숲,7.59
602,그림자 괴물,10.00
603,신사협정,0
604,아프리카의 여왕,0
605,가장 특별한 선물,0
606,파리 5구의 여인,5.78
607,2008 서태지 심포니 위드 톨가 카쉬프 로열필하모닉,0
608,도깨비숲,10.00
609,세상의 모든 계절,0
610,청이,7.43
611,축가,9.00
612,"에튀드, 솔로",9.64
613,엄마 까투리,0
614,공중 트라피스,0
615,깊고 푸른 밤,0
616,차이나 블루,5.46
617,모로코,7.50
618,로제타,0
619,전우여 다시한번,0
620,벙어리 삼룡이,0
621,마농,10.00
622,세션 : 이 남자가 사랑하는 법,8.42
623,백경,0
624,적도의 꽃,0
625,로봇(애니),0
626,청출어람,6.85
627,부르주아의 은밀한 매력,0
628,이조 여인잔혹사,0
629,진통제,9.17
630,토끼와 거북이 패밀리가 떴다,0
631,지하철순환선,0.00
632,사랑할 때와 죽을 때,0
633,블리치,6.40
634,악마의 키스,0
635,드라이브,0.00
636,미스터 나이스,0
637,차이나타운,0
638,파리의 연인,0
639,듀오,0.00
640,로스트 하이웨이,0
641,첫눈,7.00
642,400번의 구타,0
643,흑과 백,0.00
644,덴 쉬 파운드 미,0
645,강화도령,0
646,엄마 없는 하늘 아래,0
647,원더풀 라이프,0
648,"희망버스, 러브 스토리",10.00
649,지킬 박사와 하이드,0
650,스카페이스,0
651,안나볼레나,8.88
652,꽃은 시드는 게 아니라…,9.75
653,밤벌레,7.96
654,차가운 열대어,0
655,스페셜 포스,6.93
656,셜록 홈즈,0.00
657,아비정전,0
658,그녀,7.47
659,부기나이트,0
660,원스,10.00
661,어제 내린 비,0
662,겨울로 가는 마차,0
663,부두인형 사용 설명서,10.00
664,귀류,0.00
665,녹색물질,7.00
666,마크의 페스티벌,10.00
667,과월 사랑세 납부고지서,8.60
668,로델린다,0.00
669,환상의 콤비,8.62
670,폭풍의 언덕,5.63
671,민호가 착하니 천하무적,8.88
672,메이킹필름,9.25
673,절해의 폭풍,0
674,더 헌트,9.00
675,제16회 전주 인권 영화제-개막식,0
676,가정방문,2.78
677,어떤 약속,9.25
678,"나의 오른쪽, 당신의 왼쪽",9.67
679,"밥, 상",10.00
680,마르코 폴로의 모험,0
681,민며느리,0
682,꾼,9.67
683,미워도 다시 한번(대완결편),0
684,이블데드,9.75
685,모피를 입은 비너스,4.08
686,낙원,7.75
687,인투 포커스,10.00
688,피크닉,0.00
689,훔친 키스,0
690,도서관에서는 실내정숙,0
691,야간 비행,6.63
692,나의 선택-잊혀진 가방 그 못다한 이야기,0
693,샤넬과 스트라빈스키,0
694,마취,7.17
695,해군과 숙녀,0
696,황진이,0
697,황야의 7인,0
698,이 생명 다하도록,0
699,열정의 기준,8.50
700,픽토그램 인사이드,9.75
701,도망자,10.00
702,닥터 스트레인지러브,0
703,안소니퀸의 길,0
704,이방인들,7.76
705,열애,0.00
706,미워도 다시 한번 3,0
707,미라클 워커,0
708,마법을 쓰지 않는 마법사,10.00
709,일루셔니스트,0
710,"열일곱, 그리고 여름",8.60
711,누가 공정화를 죽였나?,8.83
712,필라델피아 스토리,0
713,알파치노의 허수아비,0
714,김의 전쟁,0
715,가을비 우산속에,0
716,형사 배삼룡,0
717,배드신,8.20
718,사이에서,0.00
719,광견,10.00
720,에르나니,0.00
721,안티크라이스트,0
722,사랑의 묵시록,0
723,살아있는 시체들의 밤,0
724,관계물리학,10.00
725,관점,9.80
726,이브 생 로랑의 라무르,0
727,디스턴스,0.00
728,갑과 을,8.25
729,아녜스의 해변,0
730,힐링,10.00
731,스티브,0.00
732,섹스팅,0
733,빵가게 재습격,0
734,내시,0
735,우쿨렐레 사랑모임,7.68
736,디드씨 도시로가다,0
737,아마데우스,0
738,편지,8.10
739,"내가 좋아하는 것들, 싫어하는 것들",0
740,그녀의 연기,8.18
741,천하일색 말괄량이,0
742,멀홀랜드 드라이브,0
743,미워도 다시 한번 2,0
744,애심,0
745,이기는 기분,7.60
746,돼지우리,0
747,스미스 워싱톤에 가다,0
748,두 명의 영국 여인과 유럽 대륙,0
749,이프 유 다이,7.21
750,사랑의 도피,0
751,홈 스위트 홈,8.33
752,미시시피의 인어,0
753,바람불어 좋은 날,0
754,나의 교실,10.00
755,판도라,6.75
756,인 어 베러 월드,0
757,프레셔스,0.00
758,12인의 하숙생,0
759,피아니스트를 쏴라,0
760,도쿄 오아시스,4.96
761,일요일이 기다려진다,0
762,떠날 때는 말없이,0
763,이터널 선샤인,0
764,영원과 하루,0
765,네 멋대로 해라,0.00
766,안나 카레니나,8.16
767,글로벌 워밍,0.00
768,클린,7.19
769,안개속의 풍경,0
770,환상의 그대,0
771,엘리노의 비밀,0
772,로맨스를 원해,10.00
773,임팩트,8.57
774,복수는 나의 것,0
775,겨울잠,8.00
776,애니멀 킹덤,0
777,클로버 - 웨이 베터,0.00
778,토토의 천국,0
779,화씨 451,0
780,걸어도 걸어도,0
781,여자들만 사는 거리,0
782,오루에 쪽으로,0
783,내가 버린 남자,0
784,롤플레이,7.08
785,부운,0.00
786,히로시마 내사랑,0
787,환상의 빛,0
788,로맨스 그레이,0
789,타인의 취향,5.00
790,통과의례,10.00
791,필름 소셜리즘,0
792,누나,7.74
793,마지막 찻잔,0
794,핫썸머 바캉스,8.00
795,레스트리스,0.00
796,안락,0.00
797,픽쳐 미 : 모델 다이어리,0
798,수목장,4.09
799,나처럼 예쁜 여자,0
800,사랑의 행로,0
801,검은 옷의 신부,0
802,이티,0
803,녹색 방,0
804,양과자점 코안도르,6.60
805,마지막 지하철,0
806,3.11: 이와이 슌지와 친구들,0.00
807,아델 H 이야기,0
808,괴물,7.54
809,나의 싸움,9.23
810,개구쟁이들,8.55
811,머나 먼 복음,10.00
812,비우티풀,0
813,법정스님의 의자,8.36
814,더 이상 기타소리를 들을 수 없어,0
815,포켓머니,0
816,디테일스,7.79
817,옥탑방열기,10.00
818,나의 작은 연인들,0
819,클로저,0.00
820,도서관 전쟁 : 혁명의 날개,6.67
821,어떤 여행,0.00
822,파리넬리,0
823,타이페이 카페 스토리,0
824,데드 맨,0.00
825,살인의 낙인,0
826,하이 눈,0
827,이웃집 여인,0
828,사십구일째 날,0
829,물리수업,9.38
830,백년해로외전,0
831,여자를 좋아했던 남자,0
832,기린과 아프리카,0
833,러브 스토리,0.00
834,창피해,0
835,"동학, 수운 최제우",6.76
836,오래된 밤,0.00
837,부드러운 살결,0
838,백색도시,0
839,머니볼,8.43
840,시드와 낸시,0
841,붉은 수염,0
842,짐 캐리의 맨 온 더 문,0
843,기러기 아빠,0
844,섀도우 댄서,7.25
845,자전거 도둑,0.00
846,식물혹성의 악몽,0.00
847,그루팔로의 아이,0.00
848,생쥐 왕자님,0.00
849,리플렉션,0.00
850,꼬마새와 잎사귀,0.00
851,남 몰래 흐르는 눈물,0.00
852,풍선껌 소년,0
853,다정불심,0
854,엘레나와 남자들,0
855,그여자 사람잡네,0
856,가시,7.90
857,미시마,5.22
858,방관자들,10.00
859,부부의 거처,0
860,하얀 정글,8.55
861,상처뿐인 영광,0
862,리스본의 미스터리,0
863,미 앤 유 앤 에브리원,0
864,인류학 입문,0
865,블루 엘리펀트,0
866,비디오드롬,0
867,블랙 스완,0
868,화해불가,0
869,졸업여행,9.08
870,사티아그라하,5.50
871,나를 믿어줘,0
872,사일런트 하우스,5.28
873,센티멘트 오브 더 플레시,0
874,노크,3.39
875,Turn Off,0.00
876,별을 쫓는 아이,7.91
877,와일드 타겟,0
878,The Group,0
879,시민 케인,0
880,태어나서 미안해,7.40
881,남과 여,0
882,빨간 마후라,7.46
883,아무도 꾸지 않은 꿈,10.00
884,오르지,0
885,셋 업,0.00
886,기타와 나,10.00
887,to be a woman?,0
888,트와일라잇,7.02
889,은마는 오지 않는다,0
890,십년세도(十年勢道),0
891,정복자 펠레,0
892,평범한 연인들,0
893,스피치,0.00
894,부에노스 아이레스 탱고 카페,0
895,T.N.T,10.00
896,뱀파이어와 데이트하기,0
897,그대 잠든 사이,10.00
898,금주의 운세,0
899,일렉트릭 러브,0
900,잠자는 숲속의 공주를 위하여,0
901,좋은 사람 생기면...,0.00
902,십년의 커밍아웃,0.00
903,사랑도 통역이 되나요?,0
904,펀치 드렁크 러브,0
905,투 러버스,0
906,나는 칼람,0
907,일어나 시드,0
908,파이팅! 인도,0
909,조다 악바르,0
910,사랑을 말하다,5.59
911,아버지,8.06
912,맹수는 나의 것,10.00
913,우리가 만든 영화,10.00
914,애니 홀,0
915,숨은 고양이 찾기,0
916,할매,10.00
917,난중일기,0
918,S 중독자의 고백,0
919,이클립스,0.00
920,구스타프 말러의 황혼,0
921,헬로우 고스트,9.75
922,싱글맨,0
923,쉘부르의 우산,0
924,인디다큐페스티발2012_국내신작전17,0
925,레옹,0
926,사운드 오브 노이즈,0
927,"조제, 호랑이 그리고 물고기들",0
928,바흐 이전의 침묵,0
929,뻐꾸기둥지위로 날아간 새,0
930,해피 이벤트,9.07
931,빨간 비둘기,0
932,누가 오래 버티나,9.00
933,루시와 목소리의 대결,0.00
934,위대한 몬텔레오네,0.00
935,최후의 크리스마스,0.00
936,드라이브,0.00
937,퍼펙트 픽처,0.00
938,시바타와 나가오,8.67
939,모던 넘버 투,0
940,키티와 튤립,0.00
941,위대한 토끼,0.00
