,영화명,평점
68,이스케이프 룸,7.63
69,양자물리학,8.27
70,애드 아스트라,7.27
71,47미터 2,6.89
72,PMC: 더 벙커,5.19
73,애나벨 집으로,6.21
74,감쪽같은 그녀,7.70
75,글래스,0.00
76,그린 북,9.60
77,장난스런 키스,8.14
78,해피 데스데이 2 유,7.33
79,극장판 공룡메카드: 타이니소어의 섬,9.15
80,범블비,8.08
81,제미니 맨,6.59
82,고질라: 킹 오브 몬스터,6.92
83,덤보,8.93
84,러브 유어셀프 인 서울,9.30
85,브링 더 소울 : 더 무비,9.25
86,아담스 패밀리,7.84
87,헬보이,6.81
88,예스터데이,6.41
89,천로역정: 천국을 찾아서,8.85
90,미성년,5.43
91,배심원들,8.91
92,기방도령,5.92
93,신데렐라:마법 반지의 비밀,6.32
94,원스 어폰 어 타임... 인 할리우드,7.71
95,기묘한 가족,6.36
96,악질경찰,5.87
97,라스트 크리스마스,6.93
98,메리 포핀스 리턴즈,8.17
99,명탐정 코난: 감청의 권,5.11
100,스윙키즈,8.41
101,커런트 워,0
102,어린 의뢰인,9.06
103,"안녕, 티라노: 영원히, 함께",7.59
104,비스트,5.21
105,요로나의 저주,6.77
106,언니,8.33
107,언더독,0.00
108,롱 샷,7.93
109,앵그리 버드 2: 독수리 왕국의 침공,8.46
110,우상,3.92
111,엔젤 해즈 폴른,8.27
112,두번할까요,4.94
113,점박이 한반도의 공룡2 : 새로운 낙원,9.11
114,자전차왕 엄복동,3.91
115,진범,6.30
116,더 페이버릿: 여왕의 여자,8.74
117,이웃집 토토로,0
118,가버나움,9.59
119,벌새,8.75
120,눈의 여왕4,9.22
121,크롤,6.35
122,극장판 엉덩이 탐정: 화려한 사건 수첩,4.04
123,해리포터와 비밀의 방,0
124,0.0MHz,4.97
125,좀비랜드: 더블 탭,7.93
126,바이스,0.00
127,미드웨이,8.80
128,프린스 코기,7.26
129,윤희에게,8.97
130,명탐정 코난:전율의 악보,0
131,안나,0.00
132,교회오빠,9.30
133,로켓맨,8.04
134,암전,4.55
135,미래의 미라이,5.98
136,람보 : 라스트 워,8.54
137,공포의 묘지,4.92
138,원더랜드,8.39
139,크게 될 놈,8.79
140,콜드 체이싱,6.75
141,라스트 미션,0.00
142,파이브 피트,9.01
143,소피와 드래곤: 마법책의 비밀,4.16
144,아이 엠 마더,0.00
145,러브 앳,9.22
146,아내를 죽였다,5.07
147,구스 베이비,8.80
148,더 보이,4.84
149,김복동,8.83
150,레고 무비2,8.71
151,미드소마,6.16
152,그대 이름은 장미,6.85
153,스파이더맨: 뉴 유니버스,9.21
154,로망,9.35
155,"어쩌다, 결혼",4.46
156,극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~,8.09
157,호텔 뭄바이,9.04
158,카운트다운,6.77
159,극장판 반지의 비밀일기,9.10
160,그린치,8.33
161,몬스터 하우스,0
162,노팅 힐,0
163,닥터 슬립,8.37
164,1919 유관순,8.35
165,안녕 베일리,9.37
166,사탄의 인형,6.70
167,애프터,7.28
168,더 룸,7.60
169,우리집,8.70
170,왓칭,5.17
171,사일런스,5.36
172,빅샤크2: 해저2만리,7.90
173,어글리 돌,9.05
174,콜레트,8.66
175,마약왕,0.00
176,세상을 바꾼 변호인,9.00
177,슈퍼미니 2,7.90
178,페이트 스테이 나이트 헤븐즈필 제2장 로스트 버터플라이,7.98
179,업사이드,0.00
180,허슬러,6.97
181,빅트립: 아기팬더 배달 대모험,7.46
182,마담 싸이코,6.63
183,쿠르스크,8.67
184,파비안느에 관한 진실,8.01
185,칠곡 가시나들,9.17
186,일일시호일,8.85
187,더 와이프,0.00
188,레플리카,6.70
189,주전장,9.46
190,몬스터 파크,7.24
191,메기,9.91
192,프란치스코 교황 : 맨 오브 히스 워드,8.44
193,인생 후르츠,0
194,드래곤볼 슈퍼: 브로리,9.11
195,안도 타다오,0
196,아이리시맨,8.73
197,빠삐용,0
198,서스페리아,6.77
199,빅 위시,4.96
200,100일 동안 100가지로 100퍼센트 행복찾기,8.90
201,마녀배달부 키키,0
202,너를 만난 여름,8.41
203,썬키스 패밀리,0
204,누구나 아는 비밀,7.76
205,더 길티,7.20
206,신밧드와 마법 양탄자,8.24
207,북클럽,8.17
208,캐리tv 러브콘서트 더 무비,7.98
209,왕이 될 아이,7.90
210,"다시, 봄",8.00
211,플레이모빌: 더 무비,8.37
212,대통령의 7시간,6.00
213,마리아 칼라스: 세기의 디바,0
214,콜드 워,8.27
215,리틀 포니 프린세스,0.00
216,내 완벽한 남사친의 비밀,0
217,러브라이브! 선샤인!! 더 스쿨 아이돌 무비 오버 더 레인보우,8.37
218,판소리 복서,6.25
219,굿 라이어,7.94
220,크리스마스 호러 스토리,0
221,세계는 오늘부터 너의 것,0
222,블라인드 멜로디,8.15
223,전원사형,0
224,"미안해요, 리키",9.24
225,정글북: 마법 원정대,0
226,칠드런 액트,8.74
227,극장판 포켓몬스터 모두의 이야기,8.96
228,BIFAN2019 판타스틱 단편 걸작선 1,0.00
229,모험왕 블링키,0
230,추격자: 살인자의 증거,0.00
231,명탐정 코난 : 제로의 집행인,9.05
232,얼굴없는 보스,3.23
233,노무현과 바보들,6.80
234,여대생 기숙사에서 생긴 일,0.00
235,이타미 준의 바다,8.99
236,트레킹: 저주의 숲,2.00
237,마녀: 소녀의 비밀,0.00
238,철벽선생,7.74
239,이스케이프 게임,0
240,숲속의 마녀들,3.77
241,숲속왕국의 꿀벌 여왕,0
242,드래곤 길들이기,9.26
243,판의 미로 - 오필리아와 세 개의 열쇠,0
244,사이코패스,0.00
245,로마,0.00
246,잃어버린 세계를 찾아서,8.32
247,매트릭스,0
248,리노,0
249,미드 90,8.32
250,결혼 이야기,9.02
251,물의 기억,7.25
252,미스 스티븐스,0
253,나의 히어로 아카데미아 더 무비: 두 명의 히어로,9.30
254,더 킹: 헨리 5세,8.52
255,레토,8.42
256,지구공룡대탐험,5.81
257,데드 트리거,0
258,뱅드림! 필름 라이브,8.14
259,사이몬과 타카시,0
260,어제 일은 모두 괜찮아,8.79
261,마담 프루스트의 비밀정원,0
262,경계선,8.20
263,유랑지구,5.76
264,빌리어네어 보이즈클럽,4.91
265,프렌즈: 둥지탈출,8.55
266,호크니,0
267,조,5.20
268,크리미널 체이스,5.32
269,아이스,0.00
270,"고흐, 영원의 문에서",8.40
271,김군,8.13
272,두 교황,9.33
273,킹 오브 프리즘 -샤이니 세븐 스타즈-,6.69
274,와일드 로즈,8.24
275,마왕의 딸 이리샤,6.20
276,행복한 라짜로,8.66
277,라라와 움직이는 비밀의 숲,5.23
278,아픈 만큼 사랑한다,9.78
279,극장판 샤이닝스타:새로운 루나퀸의 탄생!,9.10
280,이케아 옷장에서 시작된 특별난 여행,8.18
281,돈 워리,8.23
282,파리의 딜릴리,8.79
283,쉘부르의 우산,0
284,삽질,6.41
285,헤로니모,9.45
286,극장판 타오르지마 버스터-블랙어썰트의 귀환,9.56
287,해치지않아,6.22
288,크리드2,8.70
289,모리스,0.00
290,프렌드 존,8.33
291,아사코,7.29
292,카센타,7.20
293,수영장으로 간 남자들,8.90
294,킹 오브 프리즘 –샤이니 세븐 스타즈- IV 루이x신x언노운,6.69
295,시민 노무현,6.20
296,뷰티풀 보이,8.48
297,버티고,0.00
298,양지의 그녀,0
299,별의 정원,9.37
300,터미네이터2 3D,0
301,체크 히어로,7.15
302,벤 이즈 백,8.47
303,사랑은 비가 갠 뒤처럼,8.74
304,나의 작은 시인에게,8.47
305,키코리키: 시간여행,6.48
306,미스터 스마일,7.88
307,오피셜 시크릿,8.55
308,웃는남자 감독판,0.00
309,언더 더 씨2,0
310,빅 2: 황금열쇠 대소동,0
311,옷코는 초등학생 사장님!,9.23
312,슈퍼 햄찌,7.07
313,아스테릭스: 마법 물약의 비밀,7.31
314,수상한 이웃,5.92
315,피터팬: 후크 선장과 결투의 날,6.41
316,퍼스트 리폼드,0
317,난폭한 기록,3.73
318,디어 마이 프렌드,8.25
319,루킹 글라스,3.02
320,출동! 도토리 구조대,0
321,살인마 잭의 집,6.43
322,청춘 돼지는 꿈꾸는 소녀의 꿈을 꾸지 않는다,8.92
323,루스 베이더 긴즈버그 : 나는 반대한다,9.39
324,고양이 여행 리포트,8.72
325,어바웃 타임,0
326,오션스: 문어구출대작전,0
327,룩 어웨이,7.35
328,꼬마 물고기 이자벨: 바다 대모험,0
329,더 컨덕터,9.10
330,글로리아 벨,7.74
331,킹 오브 프리즘 -샤이니 세븐 스타즈- Ⅲ 레오×유우×알렉,6.80
332,시크릿 슈퍼스타,0
333,캔 유 킵 어 시크릿?,7.25
334,그녀,7.70
335,해피타임 스파이,7.16
336,수상한 교수,6.85
337,쓰리 세컨즈,0
338,비뚤어진 집,0
339,폴라로이드,5.32
340,데드 돈 다이,4.56
341,비긴 어게인,0
342,어쩌다 룸메이트,7.97
343,사랑의 선물,9.03
344,신문기자,8.02
345,시인 할매,9.70
346,레티나,0
347,집 이야기,9.09
348,북간도의 십자가,7.84
349,우먼 인 할리우드,9.12
350,아이언 자이언트,0
351,디에고,8.38
352,라플라스의 마녀,5.37
353,킹 오브 프리즘 –샤이니 세븐 스타즈- II 카케루x조지x미나토,2.57
354,꼬마 자전거 스피디,7.74
355,아틱,7.00
356,배틀 스쿨,10.00
357,발명왕 볼트,5.06
358,쿵푸 보이,8.70
359,리지,0.00
360,러브리스,0
361,극장판 오소마츠 6쌍둥이,9.06
362,틴 스피릿,6.20
363,뷰티플 마인드,9.89
364,엘리펀트킹 덤보,0
365,아워 바디,6.61
366,무곡,0
367,와일드라이프,0.00
368,그때 그들,7.21
369,똑딱똑딱 마법의 시계나라,0
370,도쿄의 밤하늘은 항상 가장 짙은 블루,0
371,동키 킹,6.86
372,이차크의 행복한 바이올린,0
373,논-픽션,7.77
374,언씬: 할로우맨,0
375,스타 이즈 본,9.20
376,블랙 스완,4.33
377,클래식,10.00
378,패트와 매트: 우당탕탕 크리스마스,2.45
379,에움길,9.62
380,던전에서 만남을 추구하면 안 되는 걸까? –오리온의 화살–,7.53
381,집으로...,6.21
382,해피엔드,0
383,베스와 베라,7.51
384,"메리, 퀸 오브 스코틀랜드",6.05
385,국가부도의 날,8.12
386,블루노트 레코드,8.66
387,매리,5.45
388,안티 큐어,0
389,우리가족: 라멘샵,7.67
390,강변호텔,5.98
391,햄릿,0
392,갤버스턴,8.50
393,아이다호,0.00
394,신은 죽지 않았다 3: 어둠 속의 빛,8.32
395,지구 최후의 밤,7.50
396,인면어: 저주의 시작,4.45
397,러브 액츄얼리,0
398,디터 람스,9.28
399,미드소마 감독판,6.16
400,돈키호테를 죽인 사나이,7.53
401,블러드 심플,0
402,트루 시크릿,8.71
403,벨 칸토,7.69
404,다운 어 다크 홀,6.50
405,윈체스터,6.24
406,쉰들러 리스트,0
407,러브레터,0.00
408,몬스터 랜드,0.00
409,고릴라와 슈퍼레이스,0
410,보희와 녹양,9.15
411,러빙 빈센트 : 비하인드 에디션,0
412,바울,9.16
413,스탈린이 죽었다!,0
414,13년의 공백,0
415,하나레이 베이,8.00
416,행동하는 양심 김대중,3.33
417,프랑켄슈타인,0.00
418,열두 번째 용의자,6.75
419,어메이징 그레이스,8.52
420,하트스톤,0
421,산상수훈,0
422,브라더 오브 더 이어,8.63
423,펄프 픽션,0
424,데드풀 2: 순한맛,8.58
425,굿바이 썸머,6.57
426,시빌,7.36
427,왓 데이 해드,8.50
428,심판,7.69
429,나만 없어 고양이,7.42
430,원 네이션,0.00
431,엔젤 오브 마인,8.51
432,너의 여자친구,8.12
433,우행록: 어리석은 자의 기록,0
434,헬로 몽키,7.67
435,나이트메어 시네마,3.98
436,치에리와 체리,0
437,프로디지,7.20
438,후로티로봇 극장판,0
439,에브리타임 룩 앳 유,8.41
440,월성,6.25
441,양들의 침묵,6.13
442,알랭 뒤카스: 위대한 여정,0
443,스트롱거,0.00
444,로제타,0
445,챔피언스,0.00
446,호두까기 인형과 4개의 왕국,7.14
447,아녜스가 말하는 바르다,8.69
448,인퀴지터: 엘도라도의 저주,0
449,스탠 바이 미,0
450,쁘띠 아만다,8.78
451,바우하우스,0.00
452,타이페이 스토리,0
453,파바로티,9.01
454,살인의 추억,0
455,샤이닝,9.10
456,체 게바라: 1부 아르헨티나,0
457,드래곤 빌리지,0
458,나의 노래는 멀리멀리,9.53
459,나는 다른 언어로 꿈을 꾼다,0
460,디스트로이어,6.70
461,불한당: 나쁜 놈들의 세상,0
462,부탁 하나만 들어줘,7.78
463,2001 스페이스 오디세이,0
464,봄날은 간다,0
465,퍼미션,0
466,노리개: 그녀의 눈물,0
467,어느 가족,9.21
468,래미의 초특급 시간여행,0
469,파이널리스트,0
470,퍼펙트 스트레인저,0
471,스노우 화이트,6.29
472,더 캡틴,0
473,"동물, 원",7.00
474,막다른 골목의 추억,8.60
475,니나 내나,8.39
476,매튜 본의 백조의 호수,10.00
477,질투의 역사,5.12
478,워락,0
479,시계태엽 오렌지,0
480,공포체험단 곤지암편,0
481,체 게바라: 2부 게릴라,0
482,라라랜드,0
483,8월의 크리스마스,0
484,트리트 미 라이크 파이어,6.87
485,쿠엔틴 타란티노 8,8.16
486,저수지의 개들,0
487,언더 더 실버레이크,6.07
488,바스터즈: 거친 녀석들,0
489,하이 라이프,5.31
490,우리는 언제나 성에 살았다,6.79
491,아이다,0.00
492,마법안개의 비밀: 황금 보물선을 찾아라,6.33
493,밤의 문이 열린다,7.51
494,옹알스,7.31
495,영하의 바람,8.39
496,한낮의 피크닉,8.44
497,리오 브라보,0
498,속물들,6.10
499,산타 앤 컴퍼니,0
500,닥치고 피아노!,8.47
501,우리들의 완벽한 세계,8.81
502,베카신!,8.88
503,알렉산더대왕,0
504,한강에게,7.73
505,겨울왕국,8.70
506,폼페이 최후의 날,0
507,하나 빼고 완벽한 뉴욕 아파트,0
508,애꾸눈 잭,0
509,폴란드로 간 아이들,9.31
510,천지창조 / 더 바이블,0
511,300 스파르탄,0
512,우키시마호,6.52
513,너의 이름은.,0
514,텔 잇 투 더 비즈,8.27
515,지상 최대의 작전,0
516,12번째 솔저,0
517,삼손과 데릴라,0.00
518,아빠는 예쁘다,0
519,킬빌,0
520,피아니스트의 전설,0
521,룻 이야기,0
522,라 트라비아타,8.25
523,나는 예수님이 싫다,6.95
524,고뇌와 환희,0
525,OK 목장의 결투,0
526,어른이 되면,9.34
527,비브르 사 비,0
528,뷰티풀 보이스,0
529,투 로드 투게더,0
530,재키 브라운,0
531,마담 X,0
532,에스더의 왕,0
533,더 서치,0
534,반역자,0
535,오늘도 평화로운,6.72
536,메이트,7.78
537,에이프릴의 딸,0
538,굿바이 마이 러브NK: 붉은 청춘,0
539,원더,8.39
540,마더,0.00
541,여배우들의 티타임,0.00
542,고성의 검호,0
543,설국열차,0
544,백주의 결투,0
545,크리미널 게임: 보석 사기단,4.58
546,이태원,0.00
547,몬테크리스토,0.00
548,얼굴들,3.23
549,애수의 이별,0
550,유리씨즈,0
551,백야,0
552,선희와 슬기,7.63
553,선종 무문관,0
554,지상 최대의 서커스,0
555,신세계,0.00
556,카사블랑카,0
557,레드 리버,10.00
558,존 웨인의 진주만,0
559,코만체로스,0
560,파업전야,0
561,해저 2만리,7.90
562,벤허,0
563,브라바도스,0
564,달려오는 사람들,0
565,행맨,0.00
566,로지,6.45
567,욕망이라는 이름의 전차,0
568,로슈포르의 숙녀들,0
569,우리 지금 만나,6.83
570,삼손과 데릴라,0.00
571,와인스타인,9.25
572,영광의 탈출,0
573,감각의 제국 : 무삭제판,0
574,슈퍼소닉,8.35
575,영 피카소,9.00
576,마술피리,9.00
577,우리를 갈라놓는 것들,7.68
578,셰인,0.00
579,왕중왕,0
580,트로이의 헤렌,0
581,북경의 55일,0
582,그녀들을 도와줘,7.32
583,순간에서 영원으로,0.00
584,연인,4.00
585,장고:분노의 추적자,0
586,어느날 밤에 생긴 일,0
587,토막살인범의 고백,6.24
588,말 없는 사나이,0
589,링,0.00
590,국경의 왕,0
591,형제는 용감하였다,0
592,고스트타운의 결투,0
593,후로그맨,0
594,28일 후,0
595,서부의 사나이,0
596,마탄의 사수,7.00
597,9월이 오면,0
598,내가 사는 세상,7.81
599,폴링 인 러브,0
600,레인보우: 나의 사랑,0
601,도어락,5.84
602,"두 번째 여름, 두 번 다시 만날 수 없는 너",0
603,28주 후,0
604,007 살인번호,0
605,어둠속의 댄서,0
606,아프리카의 여왕,0
607,황야의 무법자,0
608,골목이 끝나는 곳,0
609,부베의 여인,0
610,평일 오후 3시의 연인,0
611,마당을 나온 암탉,0
612,카르멘,0.00
613,10년,0.00
614,다이얼 M을 돌려라,0
615,코끼리는 그곳에 있어,8.89
616,이월,0
617,나폴레옹과 데지레,0
618,영화로운 나날,8.47
619,수지윙의 세계,0
620,려행,0
621,연애센터,0
622,나바론 요새,0
623,재혼의 기술,7.67
624,성춘향,0
625,하오의 결투,0
626,만날때는 언제나 타인,0
627,애심,0.00
628,전함 발진하라,0
629,걸즈 앤 판처 극장판,8.68
630,산딸기 2,0
631,수퍼 디스코,9.31
632,시라노,0.00
633,서스페리아 1977,0
634,차타레부인의 사랑,0
635,썸머타임,0
636,캉캉,0
637,백만장자와 결혼하는 법,0
638,캘러미티 제인,0
639,에덴의 동쪽,0
640,탈옥,0
641,원탁의 기사,0
642,바이킹,5.36
643,존 휴스턴 회고전-미스터 앨리슨,0
644,리버티 밸런스를 쏜 사나이,0
645,더 파티,0.00
646,오늘도 위위,9.26
647,졸업,0.00
648,타이탄,7.40
649,애월,8.11
650,아직 사랑하고 있습니까?,7.80
651,접속,0
652,(2019최강애니전) 감성의 온도,0
653,데미트리아스,0
654,전쟁과 애욕,0
655,디아스포라의 노래 : 아리랑 로드,8.11
656,버팔로 대대,0
657,폭풍의 언덕,0
658,메리 포핀스,8.17
659,"나, 다니엘 블레이크",0
660,신과함께-인과 연,0
661,보리수,0
662,샐린저,0
663,죽거나 혹은 나쁘거나,0
664,"메밀꽃, 운수 좋은 날, 그리고 봄봄",0
665,야간문,0
666,엑소시스트 디렉터스컷,0
667,(2019최강애니전) 환상의 언어,0
668,엔젤페이스,7.96
669,소나기,0.00
670,솔로몬과 시바의 여왕,0
671,번지점프를 하다,0
672,레미제라블,9.41
673,사요나라,8.76
674,여섯번째의 행복,0
675,아파치요새,0
676,바람과 함께 사라지다,0
677,청춘은 밤이 없다,0
678,계절과 계절 사이,8.55
679,더 빌리지,0.00
680,타이타닉의 최후,0
681,토스카,0.00
682,아라비아의 로렌스,0
683,메리 셸리: 프랑켄슈타인의 탄생,0
684,위!,8.21
685,악마의 씨,0
686,이스케이프 플랜 3,2.39
687,무정,0.00
688,제 15회 성균관대학교 영상학과 졸업영상제 TeenScreen,0
689,중공탈출,0
690,와일드 인 더 컨츄리,0
691,애정의 쌀,0
692,도우터 오브 마인,7.44
693,더하우스,3.56
694,벤트: 마약의 도시,5.08
695,히치하이크,0
696,열여섯의 봄,6.53
697,전쟁과 평화,0
698,(2019최강애니전) 상상의 도발,0
699,하오의 연정,0
700,아이다,0.00
701,사장의 여비서,0
702,아이 캔 스피크,0
703,깊은밤 깊은 곳에,0
704,파리의 연인,0
705,(2019최강애니전) 소녀이야기,0
706,내 모든 것을 다주어도,0
707,나폴레옹,0
708,호흡,0.00
709,아메리카 뮤직&와일드,6.95
710,갈매기,8.08
711,노 웨이 아웃,0
712,포항,0
713,소은이의 무릎,0.00
714,사랑의 결단,0
715,예수는 역사다,0
716,청춘무정,0
717,캡티브 스테이트,6.77
718,스페이드의 여왕,0.00
719,황금연못,0
720,제17 포로수용소,0
721,(2019최강애니전) 감각의 빛,0
722,비애,0.00
723,로우,0.00
724,어거스트 러쉬,0
725,기사도,0
726,베이비 제인에게 무슨 일이 생겼나,0
727,앨리스 죽이기,0
728,랩소디,0.00
729,자니 기타,0
730,선풍을 일으킨 질투,0
731,일식,0
732,십계,0
733,카르멘,0.00
734,더 포스트,0.00
735,캐롤,0.00
736,레미제라블 디 오리지널,0
737,스잔나,0
738,오멘,0.00
739,누군가 노리고 있다,0
740,존 윅,7.99
741,SIFF2019-개막식,0
742,산딸기,0
743,발광하는 현대사,6.55
744,코로넬 블림프,0
745,샤레이드,0
746,하나님과의 인터뷰,3.57
747,화이트 크리스마스,0
748,현기증,0
749,비블리아 고서당 사건수첩,5.04
750,안나 카레니나,9.00
751,시저와 클레오파트라,0
752,세계를 그대 품안에,0
753,"오늘, 우리",8.46
754,언니는 말괄량이,0
755,체인지오버,0
756,유전,5.83
757,라 트라비아타,8.25
758,빨간 마후라,0
759,사랑을 합시다,0
760,카메라를 멈추면 안 돼!,6.42
761,모털 엔진,6.12
762,매니페스토,0
763,아이 엠 브리딩,0
764,인목대비,0
765,알제리의 이탈리아 여인,10.00
766,여자의 일생,0
767,내부자들,0
768,말괄량이 길들이기,0
769,발리: 천상의 울림,6.33
770,공작,6.84
771,길은 멀어도 마음만은,0
772,사랑은 비를 타고,0
773,누구를 위하여 종은 울리나,0
774,센소,0
775,함정,0.00
776,카쓰므,0
777,그늘과 양지,0
778,엘 시드,0
779,말할 수 없는 비밀,0
780,송곳니 감독판,0
781,콰이강의 다리,0
782,리오 그란데,0
783,울지마 톤즈 2 : 슈크란 바바,9.44
784,바르다가 사랑한 얼굴들,0
785,페세이지,0
786,라 파미에,9.36
787,오직 사랑하는 이들만이 살아남는다,0
788,콜디츠 스토리,0
789,보리밭을 흔드는 바람,0
790,존 윅 - 리로드,0
791,불빛 아래서,0
792,미스터 주: 사라진 VIP,4.58
793,황혼에서 새벽까지,0
794,범죄의 재구성,0
795,(2019최강애니전) 꿈의 놀이터,0
796,서부의 아가씨,0.00
797,디자이닝 우먼,0
798,늙은 자전거,0
799,안나 카레니나,9.00
800,직녀성,0
801,미쓰백,9.10
802,정염의 검사,0
803,강화도령,0
804,돌아와요 내 사랑,0
805,실크 스타킹,0
806,티파니에서 아침을,0
807,패터슨,0
808,서부삼형제,0
809,도요새,0
810,천국보다 낯선,0
811,나인송즈:오리지널,0
812,시로코,0
813,싸이코 킬러,0
814,오만과 편견,0
815,머나먼 서부,0
816,열녀문,0
817,내 나이가 어때서,10.00
818,헬로우 평양,5.28
819,필그리미지,0.00
820,황야의 무뢰한,0
821,예수보다 낯선,7.71
822,5인의 해병,0
823,갱,6.03
824,빛바랜 천사,0
825,수상한 그녀,0
826,추억,9.91
827,런닝맨 : 풀룰루의 역습,7.72
828,젊은이의 양지,7.96
829,창간호,7.95
830,투우사와 숙녀,0
831,루터,0.00
832,야생의 순수,0
833,에델과 어니스트,0
834,도둑들,0.00
835,험악한 꿈,0
836,구봉서의 벼락부자,0
837,축복,8.60
838,무뢰한,0
839,버블 패밀리,0
840,너의 목소리,0
841,스타박'스 다방,0
842,접전: 갑을 전쟁,6.39
843,헤어졌을때와 만났을때,0
844,사랑의 묘약,8.00
845,안시성,0
846,오발탄,0
847,수색자,0
848,아비정전,0
849,더 랍스터,0
850,파도치는 땅,7.50
851,헤이트풀8,0
852,파도,8.60
853,마리 앙투아네트,0
854,퍼펙트 타겟,7.10
855,저승과 진자,0
856,당나귀 공주,0
857,조로의 싸인,0
858,2019 한국영화아카데미 35기 졸업영화제 개막작,0
859,하우스 오브 투모로우,0
860,피서지에서 생긴 일,0
861,와룡선생 상경기,0
862,부산행,0
863,잃어버린 순간,0
864,사랑의 종이 울릴 때,0
865,커피와 담배,0
866,술과 장미의 나날,0
867,람메르무어의 루치아,0.00
868,늑대의 아이들,5.55
869,인 올드 시카고,0
870,만추,0.00
871,거리의 악사,0
872,5시부터 7시까지의 클레오,0
873,타오르는 여인의 초상,9.04
874,인 디 아일,8.29
875,"링2(1999년, 일본판)",0
876,바라바,0.00
877,허비 행콕: 무한한 가능성,0
878,인천상륙작전,0
879,스톤 부인의 로마의 봄,0
880,인생의 조건,0
881,위대한 독재자,0
882,협객 김두한,0
883,귀신의 향기,6.00
884,부당거래,0
885,황금광 시대,0
886,롤라,0.00
887,십자포화,0
888,하이 눈,0
889,깊은 밤 갑자기,0
890,다방의 푸른 꿈,0
891,깁슨 가족 연대기,0
892,"안녕, 나의 소녀 시절이여",8.29
893,버터필드 8,0
894,모정,0
895,오페라의 유령,0
896,무분별,0
897,7인의 무뢰한,0
898,완벽한 타인,0.00
899,디드씨 도시로가다,0
900,디아블로: 분노의 질주,2.33
901,홀 인 더 헤드,0
902,설리반의 여행,0
903,초원의 빛,0
904,백사부인,0
905,삼촌,0.00
906,애국자 게임 2 - 지록위마,0.00
907,킹 오브 프리즘 (바이 프리티 리듬),0
908,김광석,0
909,2019 한국영화아카데미 35기 졸업영화제 섹션A,0
910,2019 한국영화아카데미 35기 졸업영화제 섹션B,0
911,2019 한국영화아카데미 35기 졸업영화제 섹션C,0
912,벽안의 나비부인,0
913,패티코트 작전,0
914,킬 존,0.00
915,쿼바디스,0
916,킹 오브 프리즘 - 프라이드 더 히어로,0
917,철부지 아씨,0
918,삼일천하,0
919,원한의 도곡리 다리,0
920,연산군,0
921,사랑의 굴다리,0
922,왼손잡이 권총,0
923,자매의 화원,0
924,인비저블 위트니스,7.45
925,낭트의 자코,0
926,감시자들,0
927,촌색씨,0
928,암행어사와 흑두건,0
929,국제시장,0
930,어른도감,0
931,꿈,8.92
932,행복,0.00
933,정의심판,7.69
934,혈투의 게곡,0
935,무법지대,0
936,북북서로 진로를 돌려라,0
937,오셀로,0
938,플로리다 프로젝트,0
939,콜 미 바이 유어 네임,0
940,리틀 포레스트,8.84
941,가슴에 빛나는 별,0
942,서부의 왕자,0
943,비상착륙,0
944,앵커,8.89
945,나이아가라,0
946,챔피언,6.30
