순위,영화명,개봉일,매출액,매출액 점유율,관객수,스크린수,상영횟수,대표국적,국적,배급사
156,루돌프와 많이있어,2016-12-28,682883600,0,89510,375,1733,일본,일본,(주)씨제이이엔엠
157,룸,2016-03-03,700569900,0,87673,333,6926,아일랜드,"아일랜드,캐나다","(주)팝엔터테인먼트,(주)영화사 빅"
158,포켓몬 더 무비 XY 후파: 광륜의 초마신,2015-12-23,628234300,0,86193,270,2524,일본,일본,(주)이수C&E
159,유스,2016-01-07,663547600,0,85363,65,3204,이탈리아,"이탈리아,프랑스,스위스,영국",그린나래미디어(주)
160,다이노X 탐험대,2016-05-04,642526900,0,83319,348,3126,한국,한국,(주)이수C&E
161,로스트 인 더스트,2016-11-03,633772822,0,81236,354,7248,미국,미국,메가박스중앙(주)플러스엠
162,최악의 하루,2016-08-25,639959190,0,80754,199,5606,한국,한국,CGV아트하우스
163,오 마이 그랜파,2016-03-17,632806532,0,79701,396,8842,미국,미국,판씨네마(주)
164,엽기적인 그녀 2,2016-05-12,594260900,0,77124,387,6132,한국,한국,(주)리틀빅픽쳐스
165,하이큐!! 끝과 시작,2016-11-16,544846000,0,75704,130,3683,일본,일본,(주)팝엔터테인먼트
166,라스트 위치 헌터,2015-12-30,589730800,0,72481,278,2843,미국,미국,TCO(주)더콘텐츠온
167,언더월드: 블러드 워,2016-11-30,567567100,0,72071,183,4953,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
168,선생님의 일기,2016-11-02,498454200,0,71297,163,6544,태국,태국,"(주)드림팩트엔터테인먼트,(주)미로스페이스"
169,세상에서 고양이가 사라진다면,2016-11-09,504349200,0,70424,175,4349,일본,일본,(주)크리픽쳐스
170,바다 탐험대 옥토넛 시즌4: 늪지탐험선K,2016-09-28,420233500,0,69881,164,3061,영국,영국,와이드 릴리즈(주)
171,어카운턴트,2016-10-13,548544928,0,69529,375,6965,미국,미국,워너브러더스 코리아(주)
172,번개맨,2016-02-11,517127000,0,69363,393,4644,한국,한국,(주)키다리이엔티
173,이퀄스,2016-08-31,519972300,0,68902,357,6177,미국,미국,(주)키다리이엔티
174,스티브 잡스,2016-01-21,535351276,0,68815,384,6396,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
175,아이엠스타 뮤직어워드,2016-09-14,455696500,0,67027,358,3019,일본,일본,(주)씨제이이엔엠
176,올레,2016-08-25,522938900,0,66883,338,5126,한국,한국,"(주)대명문화공장,(주)리틀빅픽쳐스"
177,리틀메딕: 몸속탐험대,2016-11-24,515053700,0,66562,291,2442,독일,독일,(주)팝엔터테인먼트
178,데몰리션,2016-07-13,544916821,0,66473,198,3673,미국,미국,(주)리틀빅픽쳐스
179,레터스 투 갓,2016-02-25,432604300,0,66250,119,2297,미국,미국,(주)모멘텀엔터테인먼트
180,극장판 파워레인저: 닌자포스 VS 트레인포스 닌자 인 원더랜드,2016-11-03,503900800,0,64622,406,3805,일본,일본,(주)넥스트엔터테인먼트월드(NEW)
181,트럼보,2016-04-07,487002100,0,61964,310,5064,미국,미국,"그린나래미디어(주),(주)프레인글로벌"
182,바다 탐험대 옥토넛 시즌4: 빙하탐험선S,2016-02-25,361596000,0,60977,155,2091,영국,영국,와이드 릴리즈(주)
183,두 남자,2016-11-30,459566121,0,60365,397,7199,한국,한국,(주)키다리이엔티
184,극장판 도라에몽: 신 진구의 버스 오브 재팬,2016-12-21,453920100,0,59147,282,2136,일본,일본,(주)넥스트엔터테인먼트월드(NEW)
185,바다 탐험대 옥토넛 시즌4: 아슬아슬 구조대작전,2016-06-02,350932000,0,58619,162,2313,영국,영국,와이드 릴리즈(주)
186,죽은 시인의 사회,1990-05-19,435056700,0,57789,92,2163,미국,미국,"(주)디스테이션,(주)드림팩트엔터테인먼트,브에나비스타픽쳐스"
187,더 보이,2016-06-01,450554821,0,56959,186,2417,미국,미국,(주)리틀빅픽쳐스
188,극장판 프랭키와 친구들: 생명의 나무,2016-04-13,410560600,0,56842,258,2763,한국,한국,예지림엔터테인먼트
189,그물,2016-10-06,426185300,0,56541,381,6278,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
190,드레스메이커,2016-02-11,447353000,0,56316,176,3058,호주,호주,(주)리틀빅픽쳐스
191,비포 선라이즈,1996-03-30,455476053,0,56082,142,5072,미국,"미국,오스트리아 ,스위스",(주)드림팩트엔터테인먼트
192,빅뱅 메이드,2016-06-30,466486700,0,55582,56,1794,한국,한국,씨제이 씨지브이(CJ CGV)(주)
193,백설공주 : 사라진 아빠를 찾아서,2016-09-29,425994300,0,55355,213,1961,중국,중국,예지림엔터테인먼트
194,불의 전차,2016-06-16,387302100,0,55051,84,2093,영국,영국,"(주)라이크콘텐츠,(주)프레인글로벌"
195,파라노말 액티비티: 더 고스트 디멘션,2016-04-21,454055200,0,54972,353,5654,미국,미국,(주)박수엔터테인먼트
196,순종,2016-11-17,384957200,0,54456,104,2122,한국,한국,"(재)CBS,(주)영화사 안다미로"
197,잡아야 산다,2016-01-07,410361400,0,54450,219,3187,한국,한국,오퍼스픽쳐스(유)
198,뽀로로 극장판 컴퓨터 왕국 대모험,2015-12-10,392627100,0,53939,151,2024,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
199,"나, 다니엘 블레이크",2016-12-08,426846300,0,53852,63,2384,영국,영국,(주)영화사 진진
200,브루클린,2016-04-21,412985600,0,51106,40,2148,미국,미국,이십세기폭스코리아(주)
201,포레스트: 죽음의 숲,2016-03-30,391633862,0,50631,312,4507,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
202,마음이 외치고 싶어해,2016-03-30,405854600,0,49832,122,3718,일본,일본,"주식회사 온 피크,스튜디오 프로그레시브 인큐베이터"
203,바닷마을 다이어리,2015-12-17,409929900,0,49069,64,1643,일본,일본,(주)티캐스트
204,우리들,2016-06-16,356563960,0,47969,76,3470,한국,한국,(주)엣나인필름
205,목숨 건 연애,2016-12-14,361668800,0,47805,393,5786,한국,"한국,대만,중국",오퍼스픽쳐스(유)
206,머니 몬스터,2016-08-31,367961600,0,47226,151,5014,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
207,트리플 9,2016-04-20,365164300,0,47197,329,5792,미국,미국,(주)리틀빅픽쳐스
208,엽문3: 최후의 대결,2016-03-10,393068600,0,46970,130,4300,홍콩,홍콩,(주)키다리이엔티
209,굿 윌 헌팅,1998-03-21,360845800,0,46847,85,1836,미국,미국,(주)영화사오원
210,갤럭시 히어로즈: 라쳇 앤 클랭크,2016-08-17,336281100,0,46638,237,2267,미국,미국,(주)영화사 빅
211,하드코어 헨리,2016-05-19,399211211,0,46373,239,3060,미국,"미국,러시아","㈜코리아스크린,와이드 릴리즈(주)"
212,블레어 위치,2016-11-23,367484200,0,46285,172,3608,미국,미국,㈜코리아스크린
213,미스 사이공 : 25주년 특별 공연,2016-11-24,891218300,0.001,46080,100,1756,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
214,이웃집에 신이 산다,2015-12-24,370849350,0,44708,85,1982,벨기에,"벨기에,프랑스,룩셈부르크",(주)엣나인필름
215,플래그 더 문,2016-06-02,327298000,0,44574,244,1719,스페인,스페인,(주)박수엔터테인먼트
216,냉정과 열정사이,2003-10-10,355616500,0,44347,119,3722,일본,일본,"하준사,월트디즈니컴퍼니코리아(주)"
217,범죄의 여왕,2016-08-25,343663400,0,43823,270,3942,한국,한국,"(주)콘텐츠판다,TCO(주)더콘텐츠온"
218,BIFAN2016 판타스틱 단편 걸작선 1,,258603000,0,43003,5,210,기타,기타,
219,스푹스:MI5,2016-03-17,316642549,0,41416,341,6090,영국,영국,(주)영화사 빅
220,33,2016-04-07,318282400,0,41269,320,4299,미국,"미국,칠레",(주)나이너스엔터테인먼트
221,잔예 - 살아서는 안되는 방,2016-07-07,337608700,0,41247,287,2984,일본,일본,(주)넥스트엔터테인먼트월드(NEW)
222,스누피: 더 피너츠 무비,2015-12-24,311917200,0,40862,161,1256,미국,미국,이십세기폭스코리아(주)
223,매드 맥스: 분노의 도로,2015-05-14,473125200,0,40255,103,2280,미국,"미국,호주",워너브러더스 코리아(주)
224,동급생,2016-05-19,280704500,0,38706,100,2154,일본,일본,(주)박수엔터테인먼트
225,4등,2016-04-13,286355700,0,38611,213,4726,한국,한국,"(주)프레인글로벌,CGV아트하우스"
226,나의 그리스식 웨딩 2,2016-03-30,288215300,0,38305,327,5237,미국,미국,(주)이수C&E
227,트릭,2016-07-13,297957300,0,38262,390,5939,한국,한국,"(주)스톰픽쳐스코리아,(주)이수C&E"
228,너의 이름은.,2017-01-04,315187000,0,36763,275,357,일본,일본,메가박스중앙(주)플러스엠
229,빌리와 용감한 녀석들: 치킨 히어로,2016-02-17,251011600,0,35937,241,2301,미국,"미국,멕시코","(주)박수엔터테인먼트,㈜코리아스크린"
230,파워배틀 와치카 미니카 배틀리그: 불꽃의 질주,2016-08-17,270014820,0,35569,170,1774,한국,한국,(주)삼지애니메이션
231,브루클린의 멋진 주말,2016-01-21,265336800,0,35388,103,2095,미국,미국,(주)영화사 진진
232,신은 죽지 않았다 2,2016-04-07,251090600,0,34770,96,2041,미국,미국,"(주)에스와이코마드,글뫼 주식회사"
