순위,영화명,개봉일,매출액,매출액 점유율,관객수,스크린수,상영횟수,대표국적,국적,배급사
1,명량,2014-07-30,135748398910,0.082,17613682,1587,188611,한국,한국,(주)씨제이이엔엠
2,겨울왕국,2014-01-16,82461504400,0.05,10296101,1010,157683,미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)
3,인터스텔라,2014-11-06,80671424300,0.048,10105247,1410,166218,미국,"미국,영국",워너브러더스 코리아(주)
4,해적: 바다로 간 산적,2014-08-06,66370682706,0.04,8666046,910,133350,한국,한국,롯데쇼핑㈜롯데엔터테인먼트
5,수상한 그녀,2014-01-22,62705348249,0.038,8657982,1027,136975,한국,한국,(주)씨제이이엔엠
6,변호인,2013-12-18,41918383800,0.025,5687571,925,97261,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
7,국제시장,2014-12-17,41089567596,0.025,5345677,966,63603,한국,한국,(주)씨제이이엔엠
8,트랜스포머: 사라진 시대,2014-06-25,44012752845,0.026,5295836,1602,107875,미국,미국,(주)씨제이이엔엠
9,군도: 민란의 시대,2014-07-23,36988022499,0.022,4774931,1394,67237,한국,한국,(주)쇼박스
10,엣지 오브 투모로우,2014-06-04,38732961201,0.023,4699307,801,94559,미국,미국,워너브러더스 코리아(주)
11,엑스맨: 데이즈 오브 퓨처 패스트,2014-05-22,34654558766,0.021,4313871,1056,82722,미국,미국,이십세기폭스코리아(주)
12,어메이징 스파이더맨 2,2014-04-23,34869101800,0.021,4168353,1312,91715,미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)
13,타짜-신의 손,2014-09-03,32373120927,0.019,4015361,890,80584,한국,한국,"롯데쇼핑㈜롯데엔터테인먼트,(주)싸이더스"
14,혹성탈출: 반격의 서막,2014-07-10,31514053095,0.019,4002560,956,72881,미국,미국,이십세기폭스코리아(주)
15,캡틴 아메리카: 윈터 솔져,2014-03-26,31711040385,0.019,3963251,1106,110109,미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)
16,역린,2014-04-30,29894266890,0.018,3849552,1054,83296,한국,한국,롯데쇼핑㈜롯데엔터테인먼트
17,"님아, 그 강을 건너지 마오",2014-11-27,29845829479,0.018,3846378,806,67170,한국,한국,"CGV아트하우스,(주)대명문화공장"
18,신의 한 수,2014-07-03,28812027456,0.017,3566852,794,77109,한국,한국,(주)쇼박스
19,끝까지 간다,2014-05-29,27007303900,0.016,3450305,645,84875,한국,한국,(주)쇼박스
20,비긴 어게인,2014-08-13,27098834504,0.016,3427524,525,82684,미국,미국,판씨네마(주)
21,드래곤 길들이기 2,2014-07-23,23979935189,0.014,3000056,829,51924,미국,미국,(주)씨제이이엔엠
22,표적,2014-04-30,22256769300,0.013,2841828,716,72255,한국,한국,(주)씨제이이엔엠
23,메이즈 러너,2014-09-18,21489367677,0.013,2812427,655,71048,미국,미국,이십세기폭스코리아(주)
24,호빗: 다섯 군대 전투,2014-12-17,21428483344,0.013,2509887,926,43833,미국,"미국,뉴질랜드",워너브러더스 코리아(주)
25,나의 사랑 나의 신부,2014-10-08,16636404305,0.01,2141155,629,69681,한국,한국,씨네그루(주)다우기술
26,논스톱,2014-02-27,16066549940,0.01,2084482,582,58217,미국,"미국,프랑스",(주)넥스트엔터테인먼트월드(NEW)
27,인투 더 스톰,2014-08-28,16157166332,0.01,2078698,585,45899,미국,미국,워너브러더스 코리아(주)
28,노아,2014-03-20,15514373500,0.009,2026594,952,56722,미국,미국,(주)씨제이이엔엠
29,남자가 사랑할 때,2014-01-22,14510222300,0.009,1979311,531,41123,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
30,루시,2014-09-03,16468076039,0.01,1974893,641,44585,미국,"미국,프랑스",유니버설픽쳐스인터내셔널 코리아(유)
31,용의자,2013-12-24,14408028500,0.009,1954586,618,42310,한국,한국,(주)쇼박스
32,기술자들,2014-12-24,13652480148,0.008,1778083,641,24416,한국,한국,롯데쇼핑㈜롯데엔터테인먼트
33,나를 찾아줘,2014-10-23,14017716731,0.008,1764233,689,50846,미국,미국,이십세기폭스코리아(주)
34,제보자,2014-10-02,13515762802,0.008,1755181,676,58358,한국,한국,메가박스중앙(주)플러스엠
35,피끓는 청춘,2014-01-22,11688382888,0.007,1676040,679,36082,한국,한국,롯데쇼핑㈜롯데엔터테인먼트
36,두근두근 내 인생,2014-09-03,12291081634,0.007,1624601,629,40158,한국,한국,(주)씨제이이엔엠
37,우아한 거짓말,2014-03-13,11728460300,0.007,1619188,573,57492,한국,한국,CGV아트하우스
38,300: 제국의 부활,2014-03-06,13395159700,0.008,1593116,720,54902,미국,미국,워너브러더스 코리아(주)
39,엑소더스: 신들과 왕들,2014-12-03,12442681926,0.007,1511195,865,43742,미국,"미국,영국,스페인",이십세기폭스코리아(주)
40,해무(海霧),2014-08-13,11706782519,0.007,1475507,584,33490,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
41,인간중독,2014-05-14,11284912400,0.007,1441973,682,44057,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
42,말레피센트,2014-05-29,10776965900,0.006,1397526,554,38894,미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)
43,폼페이: 최후의 날,2014-02-20,10303127700,0.006,1373873,561,43288,미국,"미국,독일",롯데쇼핑㈜롯데엔터테인먼트
44,퓨리,2014-11-20,10367640686,0.006,1362114,590,37155,미국,"미국,영국",소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)
45,드라큘라: 전설의 시작,2014-10-08,10607703908,0.006,1321751,477,46483,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
46,가디언즈 오브 갤럭시,2014-07-31,11098239184,0.007,1311190,539,22417,미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주)
