순위,영화명,개봉일,매출액,매출액 점유율,관객수,스크린수,상영횟수,대표국적,국적,배급사
103,소셜포비아,2015-03-12,1964654963,0.001,249828,368,15161,한국,한국,CGV아트하우스
104,하늘을 걷는 남자,2015-10-28,2267273653,0.001,238257,415,12015,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
105,극장판 포켓몬스터 XY : 파괴의 포켓몬과 디안시,2015-01-14,1653084000,0.001,233347,360,7472,일본,일본,롯데쇼핑㈜롯데엔터테인먼트
106,조선마술사,2015-12-30,1506449794,0.001,224657,596,4922,한국,한국,롯데쇼핑㈜롯데엔터테인먼트
107,괴물의 아이,2015-11-25,1652580816,0.001,223216,363,10487,일본,일본,"CGV아트하우스,(주)리틀빅픽쳐스"
108,노아의 방주: 남겨진 녀석들,2015-04-30,1589433800,0.001,220189,436,5422,독일,"독일,벨기에,룩셈부르크,아일랜드",씨네그루(주)다우기술
109,언프렌디드: 친구삭제,2015-05-07,1645623941,0.001,219892,386,9994,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
110,연애의 맛,2015-05-07,1725990153,0.001,214539,398,12474,한국,한국,"(주)와우픽쳐스,(주)쇼박스"
111,포켓몬 더 무비 XY 후파: 광륜의 초마신,2015-12-23,1528041500,0.001,214284,360,4271,일본,일본,(주)이수C&E
112,버드맨,2015-03-05,1664640800,0.001,206241,380,12051,미국,미국,이십세기폭스코리아(주)
113,기생수 파트1,2015-02-26,1543346126,0.001,187291,247,7405,일본,일본,판씨네마(주)
114,더 셰프,2015-11-05,1482518148,0.001,186511,409,12461,미국,미국,(주)이수C&E
115,팬,2015-10-08,1425325592,0.001,186174,428,8994,미국,미국,워너브러더스 코리아(주)
116,레전드,2015-12-10,1436348930,0.001,179738,449,9991,프랑스,"프랑스,영국",(주)이수C&E
117,인터스텔라,2014-11-06,1699965700,0.001,178527,109,2898,미국,"미국,영국",워너브러더스 코리아(주)
118,19곰 테드 2,2015-06-25,1378084400,0.001,170647,297,7147,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
119,아메리칸 울트라,2015-08-27,1301387295,0.001,161382,341,8634,미국,미국,(주)씨제이이엔엠
120,트랜스포터: 리퓰드,2015-10-15,1263319115,0.001,161245,432,10083,프랑스,"프랑스,중국",씨네그루(주)다우기술
121,내부자들: 디 오리지널,2015-12-31,1236787715,0.001,160148,595,1540,한국,한국,(주)쇼박스
122,센과 치히로의 행방불명,2002-06-27,1255442529,0.001,159282,339,6434,일본,일본,씨네그루(주)다우기술
123,스누피: 더 피너츠 무비,2015-12-24,1194012100,0.001,156376,348,3572,미국,미국,이십세기폭스코리아(주)
124,최강전사 미니특공대 : 새로운 악당의 습격,2015-02-05,1171479200,0.001,155348,318,4610,한국,한국,에이원엔터테인먼트
125,아메리칸 셰프,2015-01-07,1245833929,0.001,152508,111,4879,미국,미국,(주)영화사 진진
126,짱구는 못말려 극장판 : 정면승부! 로봇아빠의 역습,2015-04-23,1085388600,0.001,150226,372,5097,일본,일본,(주)이수C&E
127,워킹걸,2015-01-07,1183887479,0.001,149181,308,7076,한국,한국,메가박스중앙(주)플러스엠
128,은밀한 유혹,2015-06-04,1137666247,0.001,145547,394,14968,한국,한국,(주)씨제이이엔엠
129,우먼 인 골드,2015-07-09,1111546800,0.001,144744,252,5801,미국,"미국,영국",(주)팝엔터테인먼트
130,화장,2015-04-09,1073035100,0.001,142382,327,13811,한국,한국,(주)리틀빅픽쳐스
131,시카리오: 암살자의 도시,2015-12-03,1135597952,0.001,140715,227,6220,미국,미국,롯데쇼핑㈜롯데엔터테인먼트
132,워터 디바이너,2015-01-28,1008818235,0.001,136134,326,9179,미국,"미국,호주,터키",롯데쇼핑㈜롯데엔터테인먼트
133,나의 절친 악당들,2015-06-25,1054470664,0.001,133553,384,9830,한국,한국,이십세기폭스코리아(주)
134,심야식당,2015-06-18,1045229474,0.001,132192,180,5779,일본,일본,(주)영화사 진진
135,러브 라이브! 더 스쿨 아이돌 무비,2015-09-03,985069000,0.001,130223,66,2637,일본,일본,(주)박수엔터테인먼트
136,미라클 벨리에,2015-08-27,929076518,0.001,121827,245,6055,프랑스,프랑스,(주)영화사 진진
137,퇴마: 무녀굴,2015-08-20,951843500,0.001,120802,331,6463,한국,한국,씨네그루(주)다우기술
138,눈의 여왕 2: 트롤의 마법거울,2014-12-24,859630100,0.001,120379,246,2660,러시아,러시아,씨네그루(주)다우기술
139,존 윅,2015-01-21,925995637,0.001,116119,321,6653,미국,미국,"(주)제이앤씨미디어그룹,(주)나이너스엔터테인먼트"
140,상의원,2014-12-24,910405400,0.001,113738,264,3315,한국,한국,"(주)쇼박스,(주)와우픽쳐스"
141,극장판 도라에몽 : 진구의 우주영웅기~스페이스 히어로즈~,2015-09-17,816868100,0,113404,351,3522,일본,일본,(주)와우픽쳐스
142,스틸 앨리스,2015-04-29,870357546,0.001,112767,116,4963,미국,미국,그린나래미디어(주)
143,셀프/리스,2015-09-10,874447764,0.001,111127,340,6785,미국,미국,(주)이수C&E
144,맨 프롬 UNCLE,2015-10-28,846390353,0,108551,361,7169,미국,미국,워너브러더스 코리아(주)
145,더 건맨,2015-04-16,833925965,0,107444,349,9352,프랑스,"프랑스,스페인,영국",롯데쇼핑㈜롯데엔터테인먼트
146,프리덤,2015-11-19,736220100,0,106030,117,3067,미국,미국,주식회사 마운틴픽쳐스
147,사우스포,2015-12-03,757831248,0,100785,335,6516,미국,미국,씨네그루(주)다우기술
148,돌연변이,2015-10-22,748816684,0,100523,399,6827,한국,한국,필라멘트픽쳐스
149,극장판 파워레인저 트레인포스 VS 다이노포스 THE MOVIE,2015-11-26,730895500,0,100026,344,4120,일본,일본,"(주)스마일이엔티,(주)영화사오원"
150,빌리와 용감한 녀석들 3,2015-04-30,699788600,0,98495,343,3300,미국,미국,롯데쇼핑㈜롯데엔터테인먼트
151,맥베스,2015-12-03,712208153,0,93610,141,3645,영국,"영국,프랑스,미국",판씨네마(주)
152,7번째 아들,2015-02-11,729980451,0,92598,358,7396,미국,"미국,영국,캐나다",유니버설픽쳐스인터내셔널 코리아(유)
153,숀더쉽,2015-08-13,640793000,0,91790,263,2937,영국,"영국,프랑스",(주)박수엔터테인먼트
154,포커스,2015-02-26,702878700,0,91164,349,6736,미국,미국,워너브러더스 코리아(주)
155,더 매직: 리틀톰과 도둑공주,2015-09-24,654964700,0,89524,193,2195,스페인,"스페인,쿠바","㈜코리아스크린,와이드 릴리즈(주)"
156,갤로우즈,2015-09-03,686186406,0,88777,299,4654,미국,미국,워너브러더스 코리아(주)
157,세인트 빈센트,2015-03-05,670341528,0,86415,308,6347,미국,미국,(주)영화사 빅
158,빅 아이즈,2015-01-28,651454335,0,85223,290,5500,미국,미국,판씨네마(주)
159,와일드,2015-01-22,668736800,0,83761,58,2733,미국,미국,이십세기폭스코리아(주)
160,더 이퀄라이저,2015-01-28,639464500,0,82779,255,4861,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
161,지금은맞고그때는틀리다,2015-09-24,658072600,0,79840,70,5053,한국,한국,"(주)콘텐츠판다,(주)영화제작전원사 ,(주)넥스트엔터테인먼트월드(NEW)"
162,엑스 마키나,2015-01-21,633161363,0,78435,207,4062,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
163,모데카이,2015-02-18,624513020,0,78070,290,4241,미국,미국,(주)나이너스엔터테인먼트
164,러덜리스,2015-07-09,613113720,0,77867,117,3525,미국,미국,그린나래미디어(주)
165,쓰리 썸머 나잇,2015-07-15,616132846,0,77621,297,5391,한국,한국,"(주)리틀빅픽쳐스,(주)인벤트스톤"
166,타임 패러독스,2015-01-07,602296908,0,76803,232,4327,호주,호주,(유)조이앤시네마
167,피치 퍼펙트: 언프리티 걸즈,2015-05-28,591516497,0,75598,297,5381,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
168,위자,2015-04-16,570989035,0,73716,337,6160,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
169,러브 액츄얼리,2003-12-05,563342808,0,70500,105,1895,미국,"미국,영국","(주)제이앤씨미디어그룹,와이드 릴리즈(주),UIP코리아,(유)조이앤시네마"
170,다크 플레이스,2015-07-15,530282654,0,66075,268,4160,미국,"미국,영국,프랑스","(주)스톰픽쳐스코리아,주식회사 우리네트웍스"
171,히트맨: 에이전트 47,2015-09-03,502308500,0,64157,272,4501,미국,미국,이십세기폭스코리아(주)
172,보루토 - 나루토 더 무비,2015-12-10,476416400,0,64062,219,2680,일본,일본,와이드 릴리즈(주)
173,기생수 파트2,2015-05-07,514500959,0,63560,260,5118,일본,일본,판씨네마(주)
174,위아영,2015-05-14,495668860,0,62069,235,4954,미국,미국,"(주)브리즈픽처스,(주)영화사오원"
175,아더와 미니모이 3: 두 세계의 전쟁,2015-11-05,434914800,0,61550,267,2071,프랑스,프랑스,(주)라이크콘텐츠
176,주온: 더 파이널,2015-10-01,462659400,0,61130,318,4882,일본,일본,유니버설픽쳐스인터내셔널 코리아(유)
177,파더 앤 도터,2015-12-10,464270100,0,60829,352,5487,미국,"미국,이탈리아",(주)박수엔터테인먼트
178,말할 수 없는 비밀,2008-01-10,468890500,0,57553,96,2900,대만,"대만,홍콩","(주)엔케이컨텐츠,(주)디스테이션,(주)스폰지이엔티"
179,드래곤 블레이드,2015-03-12,435192800,0,57377,264,4794,중국,중국,롯데쇼핑㈜롯데엔터테인먼트
180,대니 콜린스,2015-09-30,427040305,0,56632,309,5640,미국,미국,"(주)나이너스엔터테인먼트,(주)지어소프트"
181,나이트 크롤러,2015-02-26,451539300,0,55975,233,3938,미국,미국,(주)스톰픽쳐스코리아
182,고녀석 맛나겠다2 : 함께라서 행복해,2015-07-29,384800000,0,55675,142,1768,한국,한국,(주)리틀빅픽쳐스
183,더 랍스터,2015-10-29,457244300,0,55396,75,2510,영국,"영국,그리스,아일랜드,네덜란드,프랑스","(주)팝엔터테인먼트,(주)영화사오원,(주)브리즈픽처스"
184,개구리왕국,2015-11-12,362895100,0,53576,227,1971,중국,중국,예지림엔터테인먼트
185,이웃집에 신이 산다,2015-12-24,421457300,0,53368,80,1213,벨기에,"벨기에,프랑스,룩셈부르크",(주)엣나인필름
186,더 라스트: 나루토 더 무비,2015-02-26,392023272,0,52833,158,2109,일본,일본,와이드 릴리즈(주)
187,바다 탐험대 옥토넛 스페셜,2015-02-05,386909600,0,52381,210,1855,영국,영국,와이드 릴리즈(주)
188,더 비지트,2015-10-15,403435581,0,52197,279,4134,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
189,바닷마을 다이어리,2015-12-17,418641984,0,52110,67,1625,일본,일본,(주)티캐스트
190,미안해 사랑해 고마워,2015-10-28,359247800,0,51207,344,6541,한국,한국,(주)쇼박스
191,비밀,2015-10-15,369339300,0,50196,305,5180,한국,한국,CGV아트하우스
192,라스트 위치 헌터,2015-12-30,345219000,0,49558,275,1453,미국,미국,TCO(주)더콘텐츠온
193,스트레이트 아웃 오브 컴턴,2015-09-10,412749800,0,48844,185,2766,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
194,송 원,2015-04-01,360122143,0,48252,365,5890,미국,미국,(주)박수엔터테인먼트
195,이스케이프,2015-11-05,365265000,0,47760,264,4020,미국,미국,(주)넥스트엔터테인먼트월드(NEW)
196,엘리노어 릭비: 그 남자 그 여자,2015-04-09,380826400,0,47254,212,4013,미국,미국,(주)이수C&E
197,크림슨 피크,2015-11-25,377338400,0,46411,255,3946,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
198,한 번 더 해피엔딩,2015-04-08,350985851,0,45530,231,4712,미국,미국,(주)팝엔터테인먼트
199,피케이: 별에서 온 얼간이,2015-09-03,352210800,0,45311,184,2697,인도,인도,(주)와우픽쳐스
200,약장수,2015-04-23,314542400,0,44214,282,4312,한국,한국,"(주)대명문화공장,(주)나이너스엔터테인먼트"
201,성실한 나라의 앨리스,2015-08-13,349482500,0,43964,69,3275,한국,한국,CGV아트하우스
202,일곱난쟁이,2014-12-24,304278800,0,42925,92,1027,독일,독일,메가박스중앙(주)플러스엠
203,코블러,2015-04-08,318637732,0,41444,250,4534,미국,미국,씨네그루(주)다우기술
204,데모닉,2015-06-25,309831100,0,40643,146,2081,미국,"미국,영국",(주)와우픽쳐스
205,유고와 라라: 하늘고래와 구름섬 대모험,2015-04-09,291706400,0,40374,222,2027,중국,중국,와이드 릴리즈(주)
206,"웰컴, 삼바",2015-02-18,325078800,0,40321,252,3369,프랑스,프랑스,(주)이수C&E
207,포켓몬 레인저와 바다의 왕자 마나피,2006-07-20,284294600,0,40146,257,2566,일본,일본,"(주)이수C&E,(주)쇼박스"
208,아델라인 : 멈춰진 시간,2015-10-15,310087419,0,40096,239,3425,미국,미국,(주)쇼박스
209,내일을 위한 시간,2015-01-01,310644800,0,38755,45,1781,벨기에,"벨기에,프랑스,이탈리아",그린나래미디어(주)
210,신은 죽지 않았다,2015-04-16,282788000,0,38254,137,2372,미국,미국,"주식회사 마운틴픽쳐스,(주)에스와이코마드"
211,타이밍,2015-12-10,288311800,0,38232,196,2737,한국,한국,(주)스톰픽쳐스코리아
212,정글번치: 너구리 해적단과 보물지도,2015-06-25,272076100,0,38219,247,1926,프랑스,프랑스,(주)팝엔터테인먼트
213,위아 유어 프렌즈,2015-11-12,298996400,0,37853,220,2883,미국,"미국,영국,프랑스",씨네그루(주)다우기술
214,추억의 마니,2015-03-19,284696700,0,37228,242,3218,일본,일본,(주)이수C&E
215,령 : 저주받은 사진,2015-06-04,277244253,0,36371,253,3871,일본,일본,(주)스톰픽쳐스코리아
216,한여름의 판타지아,2015-06-11,279273058,0,35950,59,2835,한국,"한국,일본",㈜인디스토리
217,에스엠타운 더 스테이지,2015-08-13,284650500,0,35857,65,652,한국,한국,주식회사 디에스이이디
218,리틀드래곤 코코넛,2015-07-02,256425400,0,35119,209,1329,독일,독일,(주)영화사 빅
219,팔로우,2015-04-02,277989143,0,33509,197,3199,미국,미국,"(주)영화사오원,(주)브리즈픽처스"
220,나를 미치게 하는 여자,2015-12-10,237669700,0,33380,161,1999,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
221,"땡큐, 대디",2015-04-23,236928561,0,33066,252,2896,프랑스,프랑스,(주)영화사 빅
222,더 테너 리리코 스핀토,2014-12-31,260190241,0,32644,176,2180,한국,한국,"(주)박수엔터테인먼트,(주)모인그룹"
223,파울볼,2015-04-02,235292500,0,31137,231,3859,한국,한국,오퍼스픽쳐스(유)
224,춘희막이,2015-09-30,205578965,0,29539,268,3940,한국,한국,"메가박스중앙(주)플러스엠,(주)엣나인필름"
225,아이돌 마스터 무비 : 빛의 저편으로!,2015-11-19,211857000,0,29193,55,986,일본,일본,(주)머스트씨무비릴리징컴퍼니
226,슈퍼 스파이: 수상한 임무,2015-10-15,207059400,0,28626,173,1403,스페인,스페인,"(주)스톰픽쳐스코리아,TCO(주)더콘텐츠온"
227,앙: 단팥 인생 이야기,2015-09-10,219663862,0,27590,41,1415,일본,일본,그린나래미디어(주)
228,라자루스,2015-07-02,215951800,0,27445,89,1232,미국,미국,(유)조이앤시네마
229,몬스터 헌트,2015-11-12,200707000,0,27310,184,1954,중국,중국,(주)와우픽쳐스
230,뽀로로 극장판 눈요정 마을 대모험,,129379900,0,27034,66,896,한국,한국,
231,러브 앤 머시,2015-07-30,211780800,0,26812,51,1331,미국,미국,판씨네마(주)
