순위,영화명,개봉일,매출액,매출액 점유율,관객수,스크린수,상영횟수,대표국적,국적,배급사
31,모아나,2017-01-12,18056417307,0.01,2310206,953,53162,미국,미국,월트디즈니컴퍼니코리아 유한책임회사
32,마스터,2016-12-21,18283595800,0.01,2215266,1245,56141,한국,한국,(주)씨제이이엔엠
33,로건,2017-03-01,18391060223,0.01,2169109,954,68709,미국,미국,"월트디즈니컴퍼니코리아 유한책임회사,이십세기폭스코리아(주)"
34,원더 우먼,2017-05-31,17468588886,0.01,2165401,1034,57818,미국,미국,워너브러더스 코리아(주)
35,겟 아웃,2017-05-17,17431830075,0.01,2138174,945,56530,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
36,혹성탈출: 종의 전쟁,2017-08-15,16854482778,0.01,2051315,1017,44543,미국,미국,이십세기폭스코리아(주)
37,1987,2017-12-27,15254004037,0.009,1942077,1299,27619,한국,한국,(주)씨제이이엔엠
38,애나벨 : 인형의 주인,2017-08-10,15527492238,0.009,1934270,1006,35103,미국,미국,워너브러더스 코리아(주)
39,노무현입니다,2017-05-25,14556517612,0.008,1855149,775,61327,한국,한국,"CGV아트하우스,영화사 풀"
40,저스티스 리그,2017-11-15,14629677795,0.008,1786383,1308,73390,미국,미국,워너브러더스 코리아(주)
41,킬러의 보디가드,2017-08-30,14020395800,0.008,1721757,482,42002,미국,미국,"(주)제이앤씨미디어그룹,TCO(주)더콘텐츠온"
42,콩: 스컬 아일랜드,2017-03-08,13990563383,0.008,1689717,984,56425,미국,미국,워너브러더스 코리아(주)
43,23 아이덴티티,2017-02-22,13609648135,0.008,1675819,952,44104,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
44,임금님의 사건수첩,2017-04-26,12651193723,0.007,1635003,1054,53005,한국,한국,(주)씨제이이엔엠
45,부라더,2017-11-02,11783109998,0.007,1492903,889,54975,한국,한국,메가박스중앙(주)플러스엠
46,기억의 밤,2017-11-29,10646654660,0.006,1386611,759,52847,한국,한국,"메가박스중앙(주)플러스엠,주식회사 키위컴퍼니"
47,해피 데스데이,2017-11-08,11004455402,0.006,1382650,714,52101,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
48,브이아이피,2017-08-23,10956621835,0.006,1373316,996,44650,한국,한국,워너브러더스 코리아(주)
49,특별시민,2017-04-26,10494768945,0.006,1362634,1154,46377,한국,한국,(주)쇼박스
50,에이리언: 커버넌트,2017-05-09,10745826264,0.006,1307226,841,41761,미국,"미국,호주,뉴질랜드",이십세기폭스코리아(주)
51,장산범,2017-08-17,10341783083,0.006,1306438,711,34768,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
52,악녀,2017-06-08,9739662144,0.006,1208081,685,46070,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
53,해빙,2017-03-01,9905406822,0.006,1204600,915,46227,한국,한국,롯데쇼핑㈜롯데엔터테인먼트
54,라라랜드,2016-12-07,9822110162,0.006,1185287,590,37450,미국,미국,판씨네마(주)
55,하루,2017-06-15,9072737842,0.005,1129609,781,45808,한국,한국,CGV아트하우스
56,지오스톰,2017-10-19,8480864614,0.005,1028384,854,35453,미국,미국,워너브러더스 코리아(주)
57,스타워즈: 라스트 제다이,2017-12-14,8535886061,0.005,946547,1107,30914,미국,미국,월트디즈니컴퍼니코리아 유한책임회사
58,불한당: 나쁜 놈들의 세상,2017-05-17,7587004625,0.004,939535,860,37913,한국,한국,(주)씨제이이엔엠
59,그것,2017-09-06,7335022607,0.004,888836,837,35430,미국,미국,워너브러더스 코리아(주)
60,오리엔트 특급 살인,2017-11-29,6636205163,0.004,863567,707,35031,미국,미국,이십세기폭스코리아(주)
61,대립군,2017-05-31,6276963402,0.004,837500,809,29084,한국,한국,이십세기폭스코리아(주)
62,베이비 드라이버,2017-09-14,6699906214,0.004,822769,778,40531,영국,영국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
63,위대한 쇼맨,2017-12-20,6657027200,0.004,814585,702,20306,미국,미국,"월트디즈니컴퍼니코리아 유한책임회사,이십세기폭스코리아(주)"
64,뽀로로 극장판 공룡섬 대모험,2017-12-07,5848888600,0.003,773743,803,18226,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
65,레지던트 이블: 파멸의 날,2017-01-25,6422202365,0.004,765259,599,24450,미국,"미국,독일,호주,캐나다,프랑스",유니버설픽쳐스인터내셔널 코리아(유)
66,공각기동대 : 고스트 인 더 쉘,2017-03-29,6285970884,0.004,764072,807,36261,미국,미국,롯데쇼핑㈜롯데엔터테인먼트
67,트롤,2017-02-16,5011161500,0.003,675966,622,18387,미국,미국,(주)씨제이이엔엠
68,패신저스,2017-01-04,5467466918,0.003,668576,608,21517,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
69,씽,2016-12-21,5062317800,0.003,667598,721,17191,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
70,아빠는 딸,2017-04-12,5054757395,0.003,647305,586,33263,한국,한국,메가박스중앙(주)플러스엠
71,컨택트,2017-02-02,5214551521,0.003,634150,605,22770,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
72,47 미터,2017-07-19,4686079657,0.003,590045,733,20457,영국,영국,(주)키다리이엔티
73,메리와 마녀의 꽃,2017-12-07,4064280239,0.002,535331,751,21383,일본,일본,CGV아트하우스
74,얼라이드,2017-01-11,4278041179,0.002,518886,546,19875,미국,미국,롯데쇼핑㈜롯데엔터테인먼트
75,발레리안: 천 개 행성의 도시,2017-08-30,4047756408,0.002,511931,629,23405,프랑스,프랑스,판씨네마(주)
76,그레이트 월,2017-02-15,4355441358,0.002,501486,598,23094,미국,"미국,중국",유니버설픽쳐스인터내셔널 코리아(유)
77,침묵,2017-11-02,3930219264,0.002,494097,634,23228,한국,한국,(주)씨제이이엔엠
78,카3: 새로운 도전,2017-07-13,3599544501,0.002,487916,800,14906,미국,미국,월트디즈니컴퍼니코리아 유한책임회사
79,트리플 엑스 리턴즈,2017-02-08,3967335095,0.002,475309,590,20692,미국,미국,롯데쇼핑㈜롯데엔터테인먼트
80,리얼,2017-06-28,3357312530,0.002,470105,970,25139,한국,한국,(주)씨제이이엔엠
81,너의 췌장을 먹고 싶어,2017-10-25,3703660800,0.002,465265,218,16849,일본,일본,(주)넥스트엔터테인먼트월드(NEW)
82,라이프,2017-04-05,3791748210,0.002,459984,647,27762,미국,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
83,명탐정 코난:진홍의 연가,2017-08-02,3268917200,0.002,450043,582,9763,일본,일본,(주)씨제이이엔엠
84,히든 피겨스,2017-03-23,3580767033,0.002,449518,448,19742,미국,미국,이십세기폭스코리아(주)
85,반드시 잡는다,2017-11-29,3326439772,0.002,446780,565,24559,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
86,원라인,2017-03-29,3319035433,0.002,435048,613,20788,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
87,터닝메카드W: 블랙미러의 부활,2017-01-18,3215588500,0.002,429933,570,14146,한국,한국,(주)키다리이엔티
88,스머프: 비밀의 숲,2017-04-28,3122661000,0.002,427764,607,10658,미국,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
89,로그 원: 스타워즈 스토리,2016-12-28,3920458500,0.002,422822,810,17226,미국,미국,월트디즈니컴퍼니코리아 유한책임회사
90,킹 아서: 제왕의 검,2017-05-17,3373678655,0.002,415714,588,20315,영국,"영국,호주,미국",워너브러더스 코리아(주)
91,극장판 포켓몬스터 너로 정했다!,2017-12-21,3117529700,0.002,415255,626,7796,일본,일본,(주)이수C&E
92,넛잡 2,2017-10-03,3069388100,0.002,411787,526,10449,한국,"한국,캐나다,중국",롯데쇼핑㈜롯데엔터테인먼트
93,아메리칸 메이드,2017-09-14,3175539145,0.002,401541,691,26356,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
94,러빙 빈센트,2017-11-09,3061456861,0.002,384540,272,14651,영국,"영국,폴란드","(주)스튜디오디에이치엘,판씨네마(주)"
95,보통사람,2017-03-23,2956397623,0.002,383336,621,19928,한국,한국,오퍼스픽쳐스(유)
96,대장 김창수,2017-10-19,2879121115,0.002,381483,748,21744,한국,한국,"(주)키다리이엔티,주식회사 키위컴퍼니"
97,눈의 여왕 3: 눈과 불의 마법대결,2017-01-04,2694247700,0.002,366442,526,10639,러시아,러시아,(주)이수C&E
98,어쌔신 크리드,2017-01-11,2899784921,0.002,355913,566,16218,미국,"미국,영국,프랑스",이십세기폭스코리아(주)
99,플립,2017-07-12,2828867900,0.002,355617,249,13177,미국,미국,(주)팝엔터테인먼트
100,석조저택 살인사건,2017-05-09,2829106886,0.002,353517,539,17925,한국,한국,(주)키다리이엔티
101,싱글라이더,2017-02-22,2685519021,0.002,351276,576,16746,한국,한국,워너브러더스 코리아(주)
102,7호실,2017-11-15,2677284639,0.002,347790,629,21846,한국,한국,롯데쇼핑㈜롯데엔터테인먼트
103,몬스터 패밀리,2017-12-21,2531182700,0.001,341614,617,6636,독일,독일,(주)키다리이엔티
104,내 사랑,2017-07-12,2457004125,0.001,336089,233,11939,아일랜드,"아일랜드,캐나다",오드
105,극장판 짱구는 못말려 : 습격!! 외계인 덩덩이,2017-07-20,2418607200,0.001,333184,547,7619,일본,일본,(주)씨제이이엔엠
106,사랑하기 때문에,2017-01-04,2538805440,0.001,324526,542,15214,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
107,희생부활자,2017-10-12,2515479835,0.001,323628,781,23596,한국,한국,(주)쇼박스
108,옥자,2017-06-29,2437680900,0.001,322157,111,8059,미국,미국,(주)넥스트엔터테인먼트월드(NEW)
109,블레이드 러너 2049,2017-10-12,2764093365,0.002,321424,664,16789,미국,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
110,빅풋 주니어,2017-08-09,2260352900,0.001,320545,437,8128,벨기에,"벨기에,프랑스",(주)이수C&E
111,존 윅 - 리로드,2017-02-22,2205582600,0.001,276379,250,11570,미국,미국,(주)제이앤씨미디어그룹
112,목소리의 형태,2017-05-09,2171032214,0.001,276131,466,11035,일본,일본,(주)디스테이션
113,판도라,2016-12-07,2111772900,0.001,270936,576,9512,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
114,공범자들,2017-08-17,2035223800,0.001,260514,246,10978,한국,한국,(주)엣나인필름
115,미옥,2017-11-09,1897705564,0.001,238587,635,18099,한국,한국,(주)키다리이엔티
116,어느날,2017-04-05,1846581582,0.001,234829,532,17748,한국,한국,"오퍼스픽쳐스(유),CGV아트하우스"
117,딥,2017-10-03,1772272000,0.001,230068,441,6243,스페인,스페인,(주)이수C&E
118,극장판 요괴워치: 하늘을 나는 고래와 더블세계다냥!,2017-09-27,1581375300,0.001,215203,486,6240,일본,일본,(주)씨제이이엔엠
119,어쌔신: 더 비기닝,2017-12-07,1593848000,0.001,205368,528,13437,미국,미국,(주)이수C&E
120,발레리나,2017-02-09,1519845400,0.001,202916,434,5997,프랑스,"프랑스,캐나다",판씨네마(주)
121,50가지 그림자: 심연,2017-02-09,1589180900,0.001,189620,435,8960,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
122,문라이트,2017-02-22,1408700595,0.001,178141,191,8215,미국,미국,CGV아트하우스
123,핵소 고지,2017-02-22,1342169900,0.001,177616,442,8947,미국,"미국,호주",판씨네마(주)
124,채비,2017-11-09,1260467864,0.001,177428,480,9981,한국,한국,오퍼스픽쳐스(유)
125,"나는 내일, 어제의 너와 만난다",2017-10-12,1344808900,0.001,175518,206,8684,일본,일본,(주)디스테이션
126,예수는 역사다,2017-07-13,1242169400,0.001,172414,217,4858,미국,미국,(재)CBS
127,극장판 도라에몽: 진구의 남극 꽁꽁 대모험,2017-08-10,1181952900,0.001,167052,351,4274,일본,일본,(주)넥스트엔터테인먼트월드(NEW)
128,더 큐어,2017-02-15,1331883200,0.001,159948,419,8298,미국,"미국,독일",이십세기폭스코리아(주)
129,이프 온리,2004-10-29,1276866400,0.001,159627,168,8759,미국,미국,"유니코리아문예투자(주),CJ ENM"
130,아토믹 블론드,2017-08-30,1177725658,0.001,155368,471,12300,미국,미국,(주)키다리이엔티
131,레고 닌자고 무비,2017-09-28,1149394400,0.001,154966,459,4751,미국,미국,워너브러더스 코리아(주)
132,비정규직 특수요원,2017-03-16,1150732700,0.001,149719,497,11132,한국,한국,"(주)이수C&E,(주)스톰픽쳐스코리아"
133,레고 배트맨 무비,2017-02-09,1175424305,0.001,148760,427,5949,미국,미국,워너브러더스 코리아(주)
134,극장판 또봇: 로봇군단의 습격,2017-04-27,1090835800,0.001,141865,231,3905,한국,한국,(주)씨제이이엔엠
135,극장판 에그엔젤 코코밍: 푸르밍과 두근두근 코코밍 세계,2017-09-07,1055895200,0.001,137052,232,4066,일본,일본,(주)씨제이이엔엠
136,로마의 휴일,2017-08-30,993321176,0.001,134827,436,10999,한국,한국,메가박스중앙(주)플러스엠
137,눈길,2017-03-01,975750100,0.001,130440,495,9899,한국,한국,"(주)엣나인필름,CGV아트하우스"
138,시간위의 집,2017-04-05,1020724600,0.001,128975,454,10971,한국,한국,"(주)리틀빅픽쳐스,(주)페퍼민트앤컴퍼니"
139,명탐정 코난: 에피소드 원-작아진 명탐정,2017-02-08,999362100,0.001,128472,215,4172,일본,일본,(주)씨제이이엔엠
140,루돌프와 많이있어,2016-12-28,944763200,0.001,126483,372,3533,일본,일본,(주)씨제이이엔엠
141,저수지 게임,2017-09-07,984605100,0.001,125402,289,7669,한국,한국,(주)스마일이엔티
142,마이펫 오지,2017-02-16,913514950,0.001,124318,393,5326,스페인,"스페인,캐나다",롯데쇼핑㈜롯데엔터테인먼트
143,"서서평, 천천히 평온하게",2017-04-26,878090400,0,123344,234,4402,한국,한국,커넥트픽쳐스(주)
144,극장판 소드 아트 온라인 -오디널 스케일-,2017-02-23,925453500,0.001,120667,124,3830,일본,일본,(주)박수엔터테인먼트
145,짱구는 못말려 극장판: 폭풍수면! 꿈꾸는 세계 대돌격,2017-01-25,905611600,0.001,119197,334,4442,일본,일본,(주)넥스트엔터테인먼트월드(NEW)
146,파리로 가는 길,2017-08-03,933298300,0.001,119171,79,3271,미국,미국,(주)티캐스트
147,킹 오브 프리즘 - 프라이드 더 히어로,2017-06-10,981891500,0.001,119135,92,3857,일본,일본,"동우에이앤이(주),(주)박수엔터테인먼트"
148,여교사,2017-01-04,947192460,0.001,116851,393,6659,한국,한국,필라멘트픽쳐스
149,직쏘,2017-11-02,972332500,0.001,111506,175,5698,미국,미국,㈜코리아스크린
150,베이블레이드 버스트 갓 : 갓 발키리의 탄생,2017-06-01,827511500,0,109358,198,2687,일본,일본,(주)씨제이이엔엠
151,라이언,2017-02-01,779680700,0,104439,205,6325,호주,"호주,영국,미국",(주)이수C&E
152,더 테이블,2017-08-24,830762100,0,103054,272,6158,한국,한국,(주)엣나인필름
153,루시드 드림,2017-02-22,759481000,0,102170,461,8534,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
154,딥워터 호라이즌,2017-01-25,784555543,0,101303,433,7032,미국,미국,메가박스중앙(주)플러스엠
155,슈퍼 빼꼼: 스파이 대작전,2017-05-03,712385900,0,99693,358,3345,한국,한국,메가박스중앙(주)플러스엠
156,김광석,2017-08-30,772483500,0,98231,223,6265,한국,한국,(주)무빙픽쳐스컴퍼니
157,다크타워: 희망의 탑,2017-08-23,761759275,0,97017,497,8342,미국,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
158,인비저블 게스트,2017-09-21,762930200,0,94877,232,4574,스페인,스페인,(주)더블앤조이픽쳐스
159,사일런스,2017-02-28,700818300,0,94750,342,5853,미국,"미국,대만,멕시코",(주)키다리이엔티
160,노 게임 노 라이프 -제로-,2017-10-19,738618300,0,90643,121,3347,일본,일본,(주)박수엔터테인먼트
161,몬스터 콜,2017-09-14,699851900,0,89560,349,7137,스페인,스페인,롯데쇼핑㈜롯데엔터테인먼트
162,다크 나이트,2008-08-06,742802900,0,89164,153,3811,미국,미국,"주식회사 해리슨앤컴퍼니,워너브러더스 코리아(주)"
163,지랄발광 17세,2017-06-28,656251800,0,83258,119,5393,미국,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
164,파도가 지나간 자리,2017-03-08,638463700,0,82736,276,5754,미국,"미국,뉴질랜드,영국",CGV아트하우스
165,원더,2017-12-27,632389700,0,81680,178,2831,미국,미국,"CGV아트하우스,그린나래미디어(주)"
166,꼬마참새 리차드: 아프리카 원정대,2017-06-15,599076600,0,81136,319,3174,독일,"독일,벨기에,룩셈부르크,노르웨이",(주)키다리이엔티
167,너와 100번째 사랑,2017-05-25,633052500,0,80614,140,3895,일본,일본,(주)디스테이션
168,드래곤 스펠: 마법 꽃의 비밀,2017-08-15,582071200,0,79446,164,2445,독일,"독일,우크라이나",㈜코리아스크린
169,오즈: 신기한 마법가루,2017-07-20,565456600,0,78440,343,2758,러시아,러시아,(주)스마일이엔티
170,오두막,2017-04-20,588750200,0,76646,396,5681,미국,미국,판씨네마(주)
171,패트리어트 데이,2017-04-06,593983618,0,74827,375,6326,미국,미국,(주)이수C&E
172,파워레인져스: 더 비기닝,2017-04-20,577103561,0,73875,479,7880,미국,미국,(주)넥스트엔터테인먼트월드(NEW)
173,바다 탐험대 옥토넛 시즌4: 더 파이널,2017-06-01,481425000,0,73797,167,2880,영국,영국,와이드 릴리즈(주)
174,더 서클,2017-06-22,578129700,0,71362,169,5571,미국,미국,(주)키다리이엔티
175,극장판 파워레인저: 애니멀포스 VS 닌자포스 미래에서 온 메시지,2017-11-09,501257700,0,65895,370,3536,일본,일본,(주)넥스트엔터테인먼트월드(NEW)
176,포켓몬 더 무비 XY&Z 「볼케니온 : 기계왕국의 비밀」,2016-12-22,481444900,0,63518,300,2085,일본,일본,(주)이수C&E
177,극장판 쿠로코의 농구 라스트 게임,2017-04-27,471006000,0,63311,96,3083,일본,일본,(주)박수엔터테인먼트
178,뷰티풀 투모로우,2017-10-26,552273700,0,63279,47,1390,한국,한국,씨제이 씨지브이(CJ CGV)(주)
179,리틀 프린세스 소피아 : 신비한 섬,2017-09-28,441475500,0,62454,135,2823,미국,미국,월트디즈니컴퍼니코리아 유한책임회사
180,더 크리스마스,2017-12-21,461785500,0,62082,158,1506,미국,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
181,바다 탐험대 옥토넛 시즌4: 바다 괴물 대소동,2017-01-25,405330500,0,60980,145,2647,영국,영국,와이드 릴리즈(주)
182,나의 붉은고래,2017-06-15,445550500,0,58454,390,5696,중국,중국,(주)영화사 빅
183,밤의 해변에서 혼자,2017-03-23,439416092,0,57056,133,4278,한국,한국,"(주)영화제작전원사 ,(주)콘텐츠판다"
184,래빗 스쿨,2017-11-23,401768900,0,55784,314,2277,독일,독일,예지림엔터테인먼트
185,맨체스터 바이 더 씨,2017-02-15,446621000,0,55658,109,2922,미국,미국,THE 픽쳐스
186,위시 어폰,2017-07-20,437183000,0,55586,279,3337,미국,미국,(주)이수C&E
187,극장판 숲의 요정 페어리루 ~크리스마스의 기적: 마법의 날개~,2017-12-14,424665700,0,54988,207,1835,일본,일본,"(주)이수C&E,(주)에이원엔터테인먼트"
188,매혹당한 사람들,2017-09-06,412885500,0,54041,395,5848,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
189,튤립 피버,2017-12-14,417768549,0,52144,359,4444,영국,"영국,미국",(주)팝엔터테인먼트
190,윈드 리버,2017-09-14,391538700,0,50813,330,5055,미국,"미국,영국,캐나다","(주)다자인소프트,(주)유로커뮤니케이션"
191,언더더씨,2017-06-22,382413600,0,49958,163,1889,미국,미국,(주)팝엔터테인먼트
192,미스 슬로운,2017-03-29,381394300,0,48051,104,3066,미국,"미국,프랑스",(주)메인타이틀픽쳐스
193,매기스 플랜,2017-01-25,382361800,0,47668,94,2215,미국,미국,오드
194,잃어버린 도시 Z,2017-09-21,362053440,0,47088,398,6351,미국,미국,(주)영화사 빅
195,심야식당 2,2017-06-08,366613900,0,46700,235,3825,일본,일본,(주)디스테이션
196,마더!,2017-10-19,368306382,0,46677,398,5461,미국,미국,롯데쇼핑㈜롯데엔터테인먼트
197,"그래, 가족",2017-02-15,350293300,0,46623,361,5294,한국,한국,월트디즈니컴퍼니코리아 유한책임회사
198,리틀 프린세스 소피아: 엘레나와 비밀의 아발로 왕국,2017-04-13,317454000,0,45484,164,2208,미국,미국,월트디즈니컴퍼니코리아 유한책임회사
199,내가 죽기 전에 가장 듣고 싶은 말,2017-07-19,332742600,0,45347,154,2747,미국,미국,"(주)메인타이틀픽쳐스,주식회사 키위컴퍼니"
200,댄서,2017-04-13,365555049,0,45265,43,2156,영국,"영국,러시아,우크라이나,미국",(주)엣나인필름
201,"당신, 거기 있어줄래요",2016-12-14,362623400,0,43925,306,2223,한국,한국,롯데쇼핑㈜롯데엔터테인먼트
202,하이큐!! 재능과 센스,2017-11-15,308774500,0,42972,105,3169,일본,일본,(주)이수C&E
203,꼬마돼지 베이브의 대모험,2017-06-15,293359100,0,42879,312,2389,독일,독일,(주)박수엔터테인먼트
204,"나, 다니엘 블레이크",2016-12-08,299865700,0,42860,65,1737,영국,영국,(주)영화사 진진
205,페이트 스테이 나이트 헤븐즈필 제1장 프레시지 플라워,2017-11-16,338294000,0,42413,172,2797,일본,일본,(주)박수엔터테인먼트
206,예감은 틀리지 않는다,2017-08-10,328415900,0,41994,85,1645,영국,영국,CGV아트하우스
207,레이디버그,2017-02-22,310291500,0,41041,172,2158,한국,"한국,프랑스,일본",(주)삼지애니메이션
208,원스,2007-09-20,325585400,0,40936,147,3191,아일랜드,아일랜드,"(주)제이앤씨미디어그룹,(주)영화사 진진"
209,이모티: 더 무비,2017-08-02,290079700,0,40372,134,1949,미국,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
210,산상수훈,2017-12-07,287246000,0,40073,71,1039,한국,한국,"이언픽쳐스,(주)그란"
211,스노든,2017-02-09,325035562,0,40043,278,2977,프랑스,"프랑스,독일,미국",(주)리틀빅픽쳐스
212,흑집사 -북 오브 더 아틀란틱-,2017-04-13,287368000,0,38224,94,1914,일본,일본,(주)박수엔터테인먼트
213,첫키스만 50번째,2004-04-15,298244200,0,37619,139,2638,미국,미국,"팝엔터테인먼트,한국소니픽쳐스릴리징브에나비스타영화㈜"
214,다시 태어나도 우리,2017-09-27,290883943,0,37364,118,2426,한국,한국,(주)엣나인필름
215,헤드윅,2002-08-09,295554431,0,37002,90,2330,미국,미국,"(주)엣나인필름,(주)씨네월드"
216,극장판 프리파라 모두의 동경♪ 렛츠고☆프리파리,2017-12-28,279848900,0,36450,191,1211,일본,일본,(주)박수엔터테인먼트
217,다크 하우스,2017-06-22,295604100,0,36350,278,3139,미국,미국,"(주)스톰픽쳐스코리아,(주)디스테이션"
218,반지의 제왕 : 반지원정대 (확장판),2017-01-11,470027900,0,35758,74,1112,뉴질랜드,"뉴질랜드,미국",(주)디스테이션
219,잠깐만 회사 좀 관두고 올게,2017-10-19,279455400,0,35429,271,3265,일본,일본,(주)이수C&E
220,엘르,2017-06-15,279049100,0,35368,56,1792,프랑스,"프랑스,독일,벨기에",소니픽쳐스엔터테인먼트코리아주식회사극장배급지점
221,우리의 20세기,2017-09-27,287148600,0,35296,98,2106,미국,미국,그린나래미디어(주)
222,키코리키: 황금모자의 비밀,2017-01-25,248074100,0,35111,211,1936,러시아,러시아,(주)영화사 빅
223,피터와 모글리의 크리스마스 어드벤처,2017-11-23,241351800,0,34899,250,1705,인도,인도,(주)팝엔터테인먼트
224,어메이징 메리,2017-10-04,279960500,0,34777,61,1711,미국,미국,이십세기폭스코리아(주)
225,녹터널 애니멀스,2017-01-11,284555179,0,34616,219,2913,미국,미국,유니버설픽쳐스인터내셔널 코리아(유)
226,파운더,2017-04-20,275304900,0,34593,288,3536,미국,미국,CGV아트하우스
227,7번째 내가 죽던 날,2017-05-31,261910400,0,34567,230,2587,미국,미국,(주)키다리이엔티
